commentary_id,form,table_occurrences,left_insecure_occurrences,right_insecure_occurrences,any_insecure_occurrences,source_files,evidence
KNZc7,WI-PI,2,0,1,1,KNZc7.html," JA-SA-RA-A-NA-NE • WI-PI-[•] SIGN-GROUP 3, G"
KNZf31,SI-ZA-NE-*310,1,1,0,1,KNZf31.html, 1972 PL. 2. ]SI[ ] SI-ZA-NE-*310 • DA-DU-MI-NE • QA-
MA10,DU-PI-TE-WA,1,1,0,1,MA10.html,S+F {*659} 4[ B.1 ] DU-PI-TE-WA • *405VAS+Ω {*655; 
MA2,DU-RA,1,1,0,1,MA2.html,ATEMENT NUMBER A.1 ]DU-RA 5 A.2 VACAT B.1 ]-R
MA2,JA-MA-U-TI,1,1,0,1,MA2.html,.1 ]-U-NA-NA 3 C.1 ]JA-MA-U-TI 6
MA2,RE-TI,1,1,0,1,MA2.html,A 5 A.2 VACAT B.1 ]-RE-TI 4 B.2 ]TI 1 B.2 JA-
MA2,U-NA-NA,1,1,0,1,MA2.html,KU 2 B.2 TI [ C.1 ]-U-NA-NA 3 C.1 ]JA-MA-U-TI 6
MAZb8,JA-DA,1,0,1,1,MAZb8.html, IA CONTEXT) JA-SA[ JA-DA [ IS NOT EXCLUDED .
MAZb8,JA-SA,1,0,1,1,MAZb8.html, III-LM IA CONTEXT) JA-SA[ JA-DA [ IS NOT EXC
MI2,DU-KA,1,1,1,1,MI2.html,______________ .2 ] DU-KA[ .3 ][••] *401VAS+ 
NEZa1,I-DA,1,1,1,1,NEZa1.html,ZA 1 (GODART 1989) ]I-DA [ PALAIKASTRO COMME
PE1,E-KA,1,0,1,1,PE1.html,PA {*574} 26 J .3-4 E-KA[ VIR 72 .4-5 GRA+PA
PE2,*305-MI,1,1,0,1,PE2.html, .2 3 B .2 RU-PI[ ]-*305-MI 1 F .3 A-*325-ZA E 
PE2,RU-PI,1,0,1,1,PE2.html,] VEST. [ .2 3 B .2 RU-PI[ ]-*305-MI 1 F .3 A
PEZb,A-NU,1,1,1,1,PEZb.html,PE ZB (HM) (SHERD) ]A-NU[ COMMENTARY © JOHN 
PEZc4,A-JA,1,1,1,1,PEZc4.html,E (LM IB CONTEXT) ] A-JA[ OR ]JA-SI [ ? COMM
PEZc4,JA-SI,1,1,1,1,PEZc4.html,ONTEXT) ] A-JA[ OR ]JA-SI [ ? COMMENTARY © JO
PEZg6,I-NA,1,0,1,1,PEZg6.html,"M CULT ACTIVITIES."" I-NA-[•]-TE ____________"
PH(?)31,DU-RI,1,1,0,1,PH(?)31.html,B.1 OVISF 1 [ B.2 ]-DU-RI CAPM 1 B.2 TU-[ B.3
PH(?)31,PA-TA-DA,1,0,1,1,PH(?)31.html,U SUS+SI+RE 1 A.3-4 PA-TA-DA[ ] 1 A.4 KU-RO CAPM
PH1,DI-RA-DI-NA,1,1,0,1,PH1.html,UMBER FRACTION A.1 ]DI-RA-DI-NA *316 [•] L2 [ A.2 ]
PH14,A-MI,1,0,1,1,PH14.html,", READ RETROGRADE]) A-MI-[ A (REVERSE? [READ"
PH14,JA-*304,1,1,0,1,PH14.html, + COMMODITY FIC]) ]JA-*304 FIC
PH15,MA-TE-RE,1,1,0,1,PH15.html,CTION A (OBVERSE?) ]MA-TE-RE *339 11 [ B (REVERS
PH16,*358-NI,1,1,1,1,PH16.html,______________ A.2 ]*358-NI[ B.1 ]-JA-SA[ _____
PH16,JA-SA,1,1,1,1,PH16.html,A.2 ]*358-NI[ B.1 ]-JA-SA[ __________________
PH16,TI-NA,1,1,1,1,PH16.html,MBER FRACTION A.1 ] TI-NA-[ _________________
PH18,WI-JA,1,1,1,1,PH18.html,UMBER FRACTION A.1 ]WI-JA[ INFRA MUTILA B.1. 
PH19,PI-O,1,0,1,1,PH19.html,NUMBER FRACTION A.1 PI-O [ INFRA MUTILA
PH28,A-PA,1,1,0,1,PH28.html, SUPRA MUTILA A.1 ] A-PA 3-[ ] • A.2 JA-KI-P
PH28,A-RI-JA,1,0,1,1,PH28.html,A-KI-PA 3 [ ] • A.3 A-RI-JA[ SUPRA MUTILA B.1 ]
PH30,MA-RE-RI-MI-DE,1,1,1,1,PH30.html,ILA .1 ]-TI E [ .2 ]MA-RE-RI-MI-DE [
PH7,DA-RA,1,1,0,1,PH7.html,B.1 ] TA 1 L [ B.2 ]DA-RA L [ B.3 ] VINC L E 
PH7,DI-PA-JA,1,1,1,1,PH7.html,N SUPRA MUTILA A.1 ]DI-PA-JA[ A.2 ]U-DI-RI-KI[ A
PH7,JA-RU-MA-NE,1,1,1,1,PH7.html,2 ]U-DI-RI-KI[ A.3 ]JA-RU-MA-NE[ A.4 ]JA-SI-DA-RA [
PH7,JA-SI-DA-RA,1,1,1,1,PH7.html, ]JA-RU-MA-NE[ A.4 ]JA-SI-DA-RA [ B.1 ] TA 1 L [ B.
PH7,U-DI-RI-KI,1,1,1,1,PH7.html,A.1 ]DI-PA-JA[ A.2 ]U-DI-RI-KI[ A.3 ]JA-RU-MA-NE[ 
PK1,NE-TI,1,1,0,1,PK1.html,NT NUMBER .1 SI-[•]-NE-TI 1 .1 KA-QA 2-------
PKZa10,SI-RU,1,0,1,1,PKZa10.html,-PI-NA-MI-NA • SI-[ SI-RU [ POSSIBLE. COMMENT
PKZa11,A-DI-KI-TE-TE,1,0,1,1,PKZa11.html, A-TA-I-*301-WA-E • A-DI-KI-TE-TE-[• B: •]-RE • PI-TE
PKZa11,I-PI-NA-MI-NA,1,0,1,1,PKZa11.html,NA-RU-KA-NA-TI • D: I-PI-NA-MI-NA [ ] SI-RU-[•] • I-N
PKZa11,SI-RU,1,1,1,1,PKZa11.html,: I-PI-NA-MI-NA [ ] SI-RU-[•] • I-NA-JA-PA-QA
PKZa12,A-DI-KI-TE,1,0,1,1,PKZa12.html,A-TA-I-*301-WA-JA • A-DI-KI-TE-[ A2:-QA B: 2? 3? ]
PKZa12,A-NE,1,1,0,1,PKZa12.html,POSSIBLE. C: ]A-[ ] A-NE • U-NA-RU-KA-NA-JA-
PKZa12,A-PA-DU-PA,1,0,1,1,PKZa12.html,KA[ 1? ]JA-SI • D1: A-PA-DU-PA-[ 3? ]JA[ 2? ]JA-D2
PKZa12,JA-D2,1,1,0,1,PKZa12.html,DU-PA-[ 3? ]JA[ 2? ]JA-D2:-PA-B: ]SI-RU [ POS
PKZa12,JA-PA-QA,1,1,0,1,PKZa12.html,-D2-A2: LAST WORD: ]JA-PA-QA IS READ JA AT END O
PKZa12,JA-SI,1,1,0,1,PKZa12.html,E • U-NA-RU-KA[ 1? ]JA-SI • D1: A-PA-DU-PA-[ 
PKZa12,RA-ME,1,1,1,1,PKZa12.html, 2? 3? ]SI-[ 4? 5? ]RA-ME[ C: ]A-[ 2? ]-NE • 
PKZa12,SI-RU,1,1,1,1,PKZa12.html,[ 2? ]JA-D2:-PA-B: ]SI-RU [ POSSIBLE. C: ]A-[
PKZa12,U-NA-RU-KA,1,0,1,1,PKZa12.html,[ C: ]A-[ 2? ]-NE • U-NA-RU-KA[ 1? ]JA-SI • D1: A-
PKZa14,JA-SA-SA,1,0,1,1,PKZa14.html,) A: ]-TU-ME-B:-I • JA-SA-SA-[ A-B: ]TU-ME-I COM
PKZa14,TU-ME-B,1,1,0,1,PKZa14.html,NE (PETSOPHAS) A: ]-TU-ME-B:-I • JA-SA-SA-[ A-B
PKZa14,TU-ME-I,1,1,0,1,PKZa14.html, • JA-SA-SA-[ A-B: ]TU-ME-I COMMENTARY © JOHN Y
PKZa16,RE-JA,3,0,2,2,PKZa16.html, ]-TO-SA • PU 2-.B:-RE-JA [ ] VEST. [ THE TWO || HER: ]-TO-SA • PU 2-RE-JA [; CF. ]PU 2-RE-JA 
PKZa16,TO-SA,2,2,0,2,PKZa16.html,E (PETSOPHAS) .A: ]-TO-SA • PU 2-.B:-RE-JA [  || BLY RUN TOGETHER: ]-TO-SA • PU 2-RE-JA [; CF.
PKZa17,I-DA,1,1,0,1,PKZa17.html,ENTINE (PETSOPHAS) ]I-DA • [•][ COMMENTARY ©
PKZa18,JA-JA,1,0,1,1,PKZa18.html, 20). ]-TE • I-DA • JA-JA-[ COMMENTARY © JOHN
PKZa20,U-NA-KA,1,1,1,1,PKZa20.html," ZA 2, PK ZA 18). ] U-NA-KA-[ COMMENTARY © JOHN"
PKZa4,A-SA-SA-RA,1,0,1,1,PKZa4.html, (HOUSE EPSILON 33) A-SA-SA-RA[ COMMENTARY © JOHN 
PKZa8,I-PI,1,0,1,1,PKZa8.html,U-NA-KA-NA-SI[ ] C: I-PI-[ [GORILA IV 24-27]
PKZa8,JA-SA,1,0,1,1,PKZa8.html,U 2-RE • TU-ME-I B: JA-SA-[ ] U-NA-KA-NA-SI[ 
PKZa8,U-NA-KA-NA-SI,1,1,1,1,PKZa8.html,U-ME-I B: JA-SA-[ ] U-NA-KA-NA-SI[ ] C: I-PI-[ [GORIL
PKZa9,JA-U-PA-MA-I-DA,2,2,1,2,PKZa9.html,.1: ] VEST. [ .2: ] JA-U-PA-MA-I-DA-[•]-DI[ .2 PERHAPS: || ]-DI[ .2 PERHAPS: ] JA-U-PA-MA-I-DA-* 301-DI[. COMMENTA
PKZb?,A-DI-PA,1,1,0,1,PKZb?.html,(=LAT.SUP. TO A): ] A-DI-PA 3 ; ARKH 1A.5: A-PA
PKZb?,A-PA,3,1,1,2,PKZb?.html,-DI[ CF. PH 28A.1: ]A-PA 3 [; KN 22B(=LAT.SU || I-PA 3 ; ARKH 1A.5: A-PA-[ PK ZB ? (HOOD 196
PKZb19,SE-SI-TA,1,0,1,1,PKZb19.html," BSA 82, 1987, 153) SE-SI-TA [ THE LAST SIGN COU"
PKZc13,NU-RI-JA,1,1,1,1,PKZc13.html,A STYLISTIC DATE) ]-NU-RI-JA[ COMMENTARY © JOHN 
Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3),A-MI,1,0,1,1,Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3).html,A 10A.3; CF. PH 14B A-MI-[
Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3),DU-RI,1,1,0,1,Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3).html,RE: HT ZB 160 B.1 ]-DU-RI CF. ]-DU-RI-TE: HT 
Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3),DU-RI-TE,1,1,0,1,Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3).html,0 B.1 ]-DU-RI CF. ]-DU-RI-TE: HT 4.2 B.2 TU-[ CF
Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3),KU-PA3,1,0,1,1,Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3).html, HT 122A.6 & 7; CF. KU-PA3-[: HT 101.4; KU-PA3
Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3),PA-TA-DA,1,0,1,1,Problem:SUS+SI[(b.4)andSUS+SI+RE(a.3).html,.1-2 & HT 119.3 A.4 PA-TA-DA[-DU-PU2-RE PA-TA-DA
PRZa1,TA-NA-SU-TE,1,0,1,1,PRZa1.html,B-LM IA CONTEXT) A: TA-NA-SU-TE [ ]-KE B: SE-TO-I-J
PSIZa1,*188-A-I,1,0,1,1,PSIZa1.html," WHICH 2 ARE LIKELY:*188-A-I [, *188-WA-I . *188"
PSIZa1,*188-DU-SE,1,0,1,1,PSIZa1.html,RTH (LM IB CONTEXT) *188-DU-SE [ FLOYD SUGGESTS SE
PSIZa1,SE-PU-*188,1,1,0,1,PSIZa1.html,THISWORD COULD BE ] SE-PU-*188; CF. SU-PU 2-*188 (
PSZa2,JA-TI,1,1,0,1,PSZa2.html,-I-*301-TI • [ 6? ]-JA-TI •JA-SA-SA-RA-ME •
PSZa2,RE-I-KE,1,1,0,1,PSZa2.html,GMENTS B+C): 24?? ]-RE-I-KE .2 (BEGINNING ON TH
PYRWc4,I-SI,1,1,0,1,PYRWc4.html,S NO. A.1-2: TI-[•]-I-SI B: LOGOGRAM UNKNOWN
PYRZb5,TE-JA,2,1,1,1,PYRZb5.html,GLYPHIC: 025-056) ] TE-JA[ THOUGH THE SHERD I
SIZg1,DA-*118,1,1,0,1,SIZg1.html,"T IS 3405 GR. A-[•]-DA-*118 THE SECOND SIGN, AC"
SKOZc1,A-NA-TI-*301-WA-JA,1,1,1,1,SKOZc1.html,"8 (LIBATION TABLE, ]A-NA-TI-*301-WA-JA[), AND (EVEN BETTER"
SKOZc1,KU-PA,4,1,0,1,SKOZc1.html,"A 2.1 (STONE JAR, ]-KU-PA 3-NA-TU-NA-TE-[) WH"
SKOZc1,NA-TU-NA-TE,1,0,1,1,SKOZc1.html,"TONE JAR, ]-KU-PA 3-NA-TU-NA-TE-[) WHERE THE KU-PA "
SKZb1,A-MA-RA-NE,1,0,1,1,SKZb1.html,PITHOS RIM FRAGMENT A-MA-RA-NE[ SITIA COMMENTARY ©
SYZa1,A-TA-I-*301-WA-JA,1,1,0,1,SYZa1.html,", D. CA. 14.5 CM) ] A-TA-I-*301-WA-JA • I-DA-MI • JA-•-[ "
SYZa11,RO-QA,1,0,1,1,SYZa11.html,ST BELOW THE RIM. • RO-QA [ COMMENTARY © JOHN
SYZa3,SE-KA-NA-SI,1,0,1,1,SYZa3.html,----CA. 8----]•-•-• SE-KA-NA-SI [•] TE [----CA. 10-
SYZa3,SI-RU-TE,1,1,0,1,SYZa3.html, TE [----CA. 10----]SI-RU-TE SE AND THE FOLLOWIN
SYZa5,MI-JA,1,1,0,1,SYZa5.html, TO THE INTERIOR. ]-MI-JA • JA-WA-PA 3-[ ABOU
SYZa8,I-*301-WA-JA,1,1,0,1,SYZa8.html,THE INTERIOR. A-TA-]I-*301-WA-JA • JA-JA[-•-]•-•[ CO
SYZa8,JA-JA,1,0,1,1,SYZa8.html,-TA-]I-*301-WA-JA • JA-JA[-•-]•-•[ COMMENTARY
THEtablet5,TE-ME-DA-I,1,0,1,1,THEtablet5.html,BER FRACTION A.1 ]• TE-ME-DA-I[
THEZb1,SI-NI,1,1,1,1,THEZb1.html, PRIOR TO FIRING) ] SI-NI-[ SI-NI-KU [ POSSIB
THEZb1,SI-NI-KU,1,0,1,1,THEZb1.html,O FIRING) ] SI-NI-[ SI-NI-KU [ POSSIBLE. COMMENT
THEZb3,A-NE,1,0,1,1,THEZb3.html,DE PRIOR TO FIRING) A-NE[[ ]] COMMENTARY © J
THEZb4,A-RE,1,1,1,1,THEZb4.html,ADE AFTER FIRING) ] A-RE [ A-SA [ POSSIBLE. 
THEZb4,A-SA,1,0,1,1,THEZb4.html,ER FIRING) ] A-RE [ A-SA [ POSSIBLE. COMMENT
TLZa1,NA-MA,1,1,0,1,TLZa1.html,-KA-NA-[SI C: I-PI]-NA-MA SI-RU-[TE OWENS 199
TLZa1,SI-RU,1,0,1,1,TLZa1.html,-[SI C: I-PI]-NA-MA SI-RU-[TE OWENS 1994: 26 
TLZa1,U-NA-KA-NA,1,0,1,1,TLZa1.html,B: JA-SA-SA-RA-ME • U-NA-KA-NA-[SI C: I-PI]-NA-MA 
TRAZb1,RE-JA,1,1,1,1,TRAZb1.html,"LA IV: 107), SHERD ]RE-JA-[ ]RE-JA-MA [ POSSI"
TRAZb1,RE-JA-MA,1,1,1,1,TRAZb1.html,"7), SHERD ]RE-JA-[ ]RE-JA-MA [ POSSIBLE. TROULLO"
TRYZb1,MI-NE,1,1,1,1,TRYZb1.html,RNER ] NE-MI [ OR ] MI-NE [ TYLISSOS COMMENTA
TRYZb1,NE-MI,1,1,1,1,TRYZb1.html,"3), LARNAX CORNER ] NE-MI [ OR ] MI-NE [ TYLI"
TY2,RI-JU,2,0,1,1,TY2.html,JU-KI 100 .3 *309A+ RI-JU [ .3 *309A+[ ] [ ] 
TY2,RU-KA,1,1,0,1,TY2.html,17 [ ] .5 *309C+[ ]-RU-KA 30 .5 *309A+RI+[ ]-
TY2,WA-JU,1,1,0,1,TY2.html, 30 .5 *309A+RI+[ ]-WA-JU 160 .6 [ ]*309B+RI-
TY3,A-DU,1,0,1,1,TY3.html,_______________ A.3 A-DU-[••] OLE+KI {*618} 
TY3,A-KU-TU-*361,1,0,1,1,TY3.html,_______________ A.7 A-KU-TU-*361[ A.7 ]KI+[ ] 5 A.7 
TY3,KO-A-DU-WA,1,1,0,1,TY3.html, MI {*622} 2 [ A.6 ]KO-A-DU-WA OLE+[ ] 7 D _______
TY3,ZA-*321,1,1,0,1,TY3.html,"ER ""FRACTION"" A.1 ] ZA-*321 OLE+KI {*618} 15 E "
TypesofSupports,I-KU-PA,2,2,0,2,TypesofSupports.html,-MA [ • • • • • • ] I-KU-PA 3-NA-TU-NA-TE [ .2: || : GORILA PERHAPS: ] I-KU-PA 3-NA-TU-NA-TE[. CF.
TypesofSupports,I-NA-JA-RE-TA,2,0,2,2,TypesofSupports.html, .2: ]PI-MI-NA-TE • I-NA-JA-RE-TA [ • • • ]-QA • .1:  || 2. I-]PI-MI-NA-TE • I-NA-JA-RE-TA [ ]QA • COMMENTARY 
TypesofSupports,I-PI-NA-MA,1,0,1,1,TypesofSupports.html,LM I]) .1: ]NA-SI • I-PI-NA-MA [ • • • • • • ] I-K
TypesofSupports,NA-SI,2,2,0,2,TypesofSupports.html,[MM III-LM I]) .1: ]NA-SI • I-PI-NA-MA [ • •  || A-SA-RA U-NA-RU-KA-]NA-SI • : 2. I-]PI-MI-NA-
TypesofSupports,NA-TU-NA-TE,3,0,3,3,TypesofSupports.html,• • • • ] I-KU-PA 3-NA-TU-NA-TE [ .2: ]PI-MI-NA-TE  || ERHAPS: ] I-KU-PA 3-NA-TU-NA-TE[. CF. KU-PA3-NA-TU  || PLACENAME]• KU-PA 3-NA-TU-NA-TE[ JA-SA-SA-RA U-NA-R
TypesofSupports,PI-MI,1,1,0,1,TypesofSupports.html,-2; HT 119.3). .2: ]PI-MI OVER [[ ]]. JGY: IF
TypesofSupports,PI-MI-NA-TE,2,2,0,2,TypesofSupports.html,-NA-TU-NA-TE [ .2: ]PI-MI-NA-TE • I-NA-JA-RE-TA [ • || KA-]NA-SI • : 2. I-]PI-MI-NA-TE • I-NA-JA-RE-TA [ ]
TYZb4,KI-TA-A,1,0,1,1,TYZb4.html,MAGAZINE 9) A-* 301-KI-TA-A [[ ]] BETWEEN A AND
TYZg1,MA-RU-A,1,1,0,1,TYZg1.html,"NG, LM I CONTEXT) ] MA-RU-A VRYSINAS COMMENTARY"
VRYZa1,I-PI-NA-MA,1,1,0,1,VRYZa1.html, UPSIDE DOWN). A: ] I-PI-NA-MA B: SI-RU-TE • [ ZAK
ZA1,E-MI,1,0,1,1,ZA1.html,NT INFRA MUTILA B.1 E-MI [ B.1-2 ] RO GRA 4 
ZA11,DI-DI-KO-RA-ME,1,0,1,1,ZA11.html,NUMBER FRACTION A.1 DI-DI-KO-RA-ME[-]TA 2 • I+[?] {*51
ZA11,E-KU-RU,1,1,0,1,ZA11.html,-SI VINA J [ A.3-4 ]E-KU-RU 2 E A.4 JU L L2 A.4
ZA11,I-DE,1,1,1,1,ZA11.html,2A I OLIV 1 [ B.2B ]I-DE[ B.3 ]RA 2 B.3 KU-P
ZA11,PI-*310-A,1,0,1,1,ZA11.html,+ PA {*574} 1 [ A.5 PI-*310-A[ A.6 ]OLIV 2 INFRA 
ZA11,RA-MA-SI,1,1,0,1,ZA11.html,+PA[ {*574} A.2-3 ]-RA-MA-SI VINA J [ A.3-4 ]E-K
ZA13,SU-PA,1,1,1,1,ZA13.html,N SUPRA MUTILA .1 ]-SU-PA-[ .2 ] VEST. [ .3-5
ZA14,JA-WI,1,0,1,1,ZA14.html, [ .4 PA-NU-QE 2 .4 JA-WI[ .5 ] VEST. [ .6 VA
ZA18,DA-RE-KU,1,0,1,1,ZA18.html,"MBER ""FRACTION"" A.1 DA-RE-KU[ ] VEST. • A.1 KU-*"
ZA19,RA-TE,1,1,1,1,ZA19.html,CTION SUPRA MUTILA ]RA-TE-[ INFRA MUTILA
ZA20,DU-RE-ZA-SE,1,1,1,1,ZA20.html, SUPRA MUTILA .1-2 ]DU-RE-ZA-SE-[ ]MI[ .2 ]• 4 .2 S
ZA21,I-DA,1,0,1,1,ZA21.html, ]* 118-MI[ ] 2 B.1 I-DA[ B.2 ]KI[ B.3 ] 2 B
ZA21,PI-MU,1,1,0,1,ZA21.html,CTION A.1 ]ME[ A.2 ]PI-MU 40 [ A.3 ] VEST. [ 
ZA21,SA-RI,1,0,1,1,ZA21.html,.2 ]KI[ B.3 ] 2 B.3 SA-RI [ B.4 ] VEST. [ B.5
ZA21,TA-KE,1,0,1,1,ZA21.html,]MA[ A.4 ] TE 2 A.4 TA-KE [ A.5 ] VEST. [ A.6
ZA21,TA-MA-PI,1,0,1,1,ZA21.html,[ A.6 ]PA+[?] 5 A.6 TA-MA-PI [ A.7 ] 3 A.7 A [ A
ZA22,DU-JU,1,0,1,1,ZA22.html,RA-[•] OVISF 1 [ .4 DU-JU [ 7 [ .5 OVISF 100 
ZA23,MI-RE,1,1,1,1,ZA23.html,___ .1 ]TE-TE-[ .2 ]MI-RE[ .3 VACAT
ZA23,TE-TE,1,1,1,1,ZA23.html,_______________ .1 ]TE-TE-[ .2 ]MI-RE[ .3 VAC
ZA26,DI-DI,1,0,1,1,ZA26.html,RACTION A.1 SI-TE • DI-DI-[ A.2 ]OVISF 13 A.2
ZA26,JA-KI,1,0,1,1,ZA26.html,[ A.2 ]OVISF 13 A.2 JA-KI[ A.3 ] KI [ INFRA M
ZA27,DI-KI,1,1,0,1,ZA27.html,LA .1 ] VEST. [ .2 ]DI-KI 2 .2 O-MI[
ZA27,O-MI,1,0,1,1,ZA27.html,T. [ .2 ]DI-KI 2 .2 O-MI[
ZA4,JA-TO-JA,1,0,1,1,ZA4.html,-[•]-SE [ ] 5 A.2-3 JA-TO-JA[ ] 3 [ A.3 A-TI-RU 
ZA4,TU-ME-SE,1,1,0,1,ZA4.html,4 JA-PA 1 [ A.4 [•]-TU-ME-SE 18 A.5 QE-SI-ZU-E 4
ZA5,SA-MI-DA-E,1,0,1,1,ZA5.html,O-TA-NI-ZA-SE 6 A.3 SA-MI-DA-E[ A.4 ] VEST. [ A.5-
ZA6,*34-JU-TE-MI,1,0,1,1,ZA6.html,WA-NA *171 19 A.1-2 *34-JU-TE-MI[ A.2 ] 1 80 A.3 I-S
ZA6,I-MA,1,1,1,1,ZA6.html,__ B.4 PA-ZA-[ B.5 ]I-MA[ B.6-8 VACANT
ZA6,I-SE,2,0,2,2,ZA6.html,-MI[ A.2 ] 1 80 A.3 I-SE [ A.3-4 ]OLIV 15 A. || 4 [ A.9 ] 20 A.9-10 I-SE-[• B.1 I-KU-JU-TI-I
ZA6,PA-ZA,1,0,1,1,ZA6.html,_______________ B.4 PA-ZA-[ B.5 ]I-MA[ B.6-8 
ZA7,A-MA,1,0,1,1,ZA7.html,. [ A.8. VACANT B.1 A-MA[ B.2-7 DESUNT B.8 ]
ZA7,A-RE-TU-MI,1,0,1,1,ZA7.html,1-2 A-RA-TU 4 A.2-3 A-RE-TU-MI[ A.4-6 DESUNT A.7. 
ZA9,A-TA-NA,1,0,1,1,ZA9.html,S +SI {*512} 4 .4-5 A-TA-NA-[•] OVIS+SI {*512} 
ZA9,MA-JU,1,1,0,1,ZA9.html,+SI {*512} 2 .5 [•]-MA-JU OVISF 2 .6 WI-RA-RE
ZA9,NU-TI,1,1,0,1,ZA9.html,UMBER FRACTION .1 ]-NU-TI • .1 ZA-[ .2 ]-RA O
ZA9,RO-SI-RA,1,1,1,1,ZA9.html,.2 ] VEST. [ .3-4 ] RO-SI-RA[ ] OVIS +SI {*512} 
ZAWc2,A-DU-KO,1,0,1,1,ZAWc2.html," NO. .A1-2: A-TI-KA A-DU-KO-[[MI]] 2 II 7, NO. "
ZAZg35,ME-MI-JA-RU,1,1,0,1,ZAZg35.html,NTEXT (ANTE QUEM) ] ME-MI-JA-RU • SE-WA-AU-DE KOPAK
