stem,depth,terminal,form,occurrences,site_count,sites,scribe_count,scribes,supports,warning_classes,manual_tier,manual_adjudication,containment_count,containment_examples
*164-RI,1,DA,*164-RI-DA,1,1,THERA,0,,LOOM WEIGHT,,,,0,
*21F-JA,1,DU,*21F-JA-DU,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
*21F-RI-TU,1,QA,*21F-RI-TU-QA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
*21F-TU,1,NE,*21F-TU-NE,3,1,HAGHIA TRIADA,2,HT SCRIBE 11|HT SCRIBE 9,TABLET,,A,positive,0,
*28B-NU-MA,1,RE,*28B-NU-MA-RE,3,1,ZAKROS,2,ZA SCRIBE 1|ZA SCRIBE 5,TABLET,,,,0,
*305-WA,1,NA,*305-WA-NA,1,1,ZAKROS,1,ZA SCRIBE 1,TABLET,,,,0,
*306-KI,1,TA2,*306-KI-TA2,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
*306-TA,1,JE,*306-TA-JE,2,2,ARKHALKHORI|FOURNI,0,,INKED INSCRIPTION,,,,0,
*306-TU,1,JA,*306-TU-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,designation_or_onomastic,B,reclassified,0,
*309-DA,1,PU,*309-DA-PU,1,1,TYLISSOS,0,,TABLET,,,,0,
*309-JU,1,KI,*309-JU-KI,1,1,TYLISSOS,0,,TABLET,,,,0,
*309-RI,1,JU,*309-RI-JU,1,1,TYLISSOS,0,,TABLET,,,,0,
*309-RI-WA,1,JU,*309-RI-WA-JU,1,1,TYLISSOS,0,,TABLET,,,,0,
*309B-*34-PU,1,PI,*309B-*34-PU-PI,1,1,TYLISSOS,0,,TABLET,,,,0,
*309B-KI,1,PU,*309B-KI-PU,1,1,TYLISSOS,0,,TABLET,,,,0,
*309C-DA,1,JU,*309C-DA-JU,1,1,TYLISSOS,0,,TABLET,,,,0,
*312-TE,1,TE,*312-TE-TE,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,,,0,
*314-TA,1,MA,*314-TA-MA,1,1,PHAISTOS,0,,ROUNDEL,,,,0,
*317-QE,1,*353,*317-QE-*353,1,1,PHAISTOS,0,,TABLET,,,,0,
*324-DI,1,RA,*324-DI-RA,3,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
*333-DI-NA-SU,1,KA,*333-DI-NA-SU-KA,1,1,HAGHIA TRIADA,1,HT WC SCRIBE 10,ROUNDEL,,,,0,
*333-DI-SU,1,KA,*333-DI-SU-KA,1,1,HAGHIA TRIADA,1,HT WC SCRIBE 10,ROUNDEL,,,,0,
*333-SA,1,MU,*333-SA-MU,1,1,MOKHILOS,0,,METAL OBJECT,,,,0,
*34-TI-RI-A-DI-DA-KI-TI-PA,1,KU,*34-TI-RI-A-DI-DA-KI-TI-PA-KU,1,1,KNOSSOS,0,,INKED INSCRIPTION,,,,0,
*355-E,1,*354,*355-E-*354,1,1,PHAISTOS,0,,TABLET,,,,0,
*363-KE-MA,1,SE,*363-KE-MA-SE,1,1,ZAKROS,1,ZA SCRIBE 5,TABLET,,,,0,
*47-KU,1,NA,*47-KU-NA,1,1,ZAKROS,1,ZA SCRIBE 5,TABLET,,,,0,
*47-NU-RA,1,JA,*47-NU-RA-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
*810-PI,1,KA,*810-PI-KA,1,1,KHANIA,0,,ROUNDEL,,,,0,
*815-PA-TA,1,QE,*815-PA-TA-QE,1,1,HAGHIA TRIADA,1,HT SCRIBE 12,TABLET,,,,0,
*815-QA,1,PA3,*815-QA-PA3,1,1,HAGHIA TRIADA,1,HT SCRIBE 12,TABLET,,,,0,
*815-SU-PA3,1,RA,*815-SU-PA3-RA,1,1,HAGHIA TRIADA,1,HT SCRIBE 12,TABLET,,,,0,
*86-SI,1,NI,*86-SI-NI,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
*86-SI-*118,1,KA,*86-SI-*118-KA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
*903-I-DU,1,WI,*903-I-DU-WI,1,1,MALIA,0,,3-SIDED BAR,,,,0,
A-*301-KI-TA,1,A,A-*301-KI-TA-A,1,1,TYLISSOS,0,,CLAY VESSEL,,,,0,
A-*325,1,ZA,A-*325-ZA,1,1,PETRAS,0,,TABLET,,,,0,
A-DA,1,RA,A-DA-RA,1,1,KNOSSOS,0,,METAL OBJECT,,C,comparison-only,0,
A-DA,1,RO,A-DA-RO,1,1,ARKHALKHORI,0,,TABLET,,B,candidate,0,
A-DA-*21F,1,RI,A-DA-*21F-RI,1,1,KHANIA,0,,TABLET,,,,0,
A-DA-KI-SI,1,KA,A-DA-KI-SI-KA,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
A-DU,1,ZA,A-DU-ZA,1,1,PALAIKASTRO,0,,TABLET,,,,0,
A-DU-KU-MI,1,NA,A-DU-KU-MI-NA,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
A-DU-NI-TA,1,NA,A-DU-NI-TA-NA,1,1,ARKHALKHORI,0,,TABLET,,,,0,
A-JE,1,SA,A-JE-SA,1,1,IOUKTAS,0,,STONE VESSEL,,C,comparison-only,0,
A-KA,1,RU,A-KA-RU,2,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
A-KA-NU-ZA,1,TI,A-KA-NU-ZA-TI,1,1,KNOSSOS,0,,INKED INSCRIPTION,,,,0,
A-KI,1,RO,A-KI-RO,1,1,ARKHALKHORI,0,,TABLET,,,,0,
A-KI-PI-E,1,TE,A-KI-PI-E-TE,1,1,KHANIA,1,KH SCRIBE 5,TABLET,,,,0,
A-KO-A,1,NE,A-KO-A-NE,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
A-KU-JU-PA,1,*118,A-KU-JU-PA-*118,1,1,PAPOUROU,0,,TABLET,,,,0,
A-KU-MI,1,NA,A-KU-MI-NA,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
A-MA,1,JA,A-MA-JA,1,1,KHANIA,1,KH SCRIBE 1,TABLET,,C,comparison-only,0,
A-MA-WA,1,SI,A-MA-WA-SI,1,1,CRETE,0,,METAL OBJECT,,,,0,
A-MI,1,TA,A-MI-TA,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
A-MI-DA,1,O,A-MI-DA-O,1,1,PHAISTOS,0,,TABLET,,,,0,
A-MI-DA,1,U,A-MI-DA-U,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
A-PA,1,KI,A-PA-KI,1,1,KNOSSOS,0,,CLAY VESSEL,,,,0,
A-PA-RA,1,NE,A-PA-RA-NE,2,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
A-PA3,1,DI,A-PA3-DI,1,1,PALAIKASTRO,0,,CLAY VESSEL,,,,0,
A-PU2-NA,1,DU,A-PU2-NA-DU,1,1,HAGHIA TRIADA,1,HT SCRIBE 14,TABLET,,,,0,
A-RA,1,JU,A-RA-JU,1,1,HAGHIA TRIADA,1,HT SCRIBE 7,TABLET,,,,0,
A-RA,1,TU,A-RA-TU,1,1,ZAKROS,0,,TABLET,,,,1,A-RA-TU-ME
A-RA-KO-KU-ZU-WA-SA-TO-MA-RO-AU-TA-DE-PO-NI,1,ZA,A-RA-KO-KU-ZU-WA-SA-TO-MA-RO-AU-TA-DE-PO-NI-ZA,1,1,KOPHINAS,0,,METAL OBJECT,,,,0,
A-RA-NA,1,RE,A-RA-NA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 21,TABLET,,,,0,
A-RA-TU,1,ME,A-RA-TU-ME,1,1,HAGHIA TRIADA,0,,ROUNDEL,,B,candidate,0,
A-RA-U,1,DA,A-RA-U-DA,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
A-RE-DA,1,I,A-RE-DA-I,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
A-RE-NE-SI-DI-*301-PI-KE-PA-JA-TA-RI-SE-TE-RI-MU-A-JA,1,KU,A-RE-NE-SI-DI-*301-PI-KE-PA-JA-TA-RI-SE-TE-RI-MU-A-JA-KU,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
A-RE-PI-RE,1,NA,A-RE-PI-RE-NA,1,1,ZAKROS,0,,CLAY VESSEL,,,,0,
A-RE-SA,1,NA,A-RE-SA-NA,1,1,THERA,0,,CLAY VESSEL,,,,0,
A-RI,1,PA,A-RI-PA,1,1,PETRAS,0,,TABLET,,C,comparison-only,0,
A-RI,1,SU,A-RI-SU,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,C,comparison-only,0,
A-RI-NI,1,TA,A-RI-NI-TA,2,2,HAGHIA TRIADA|ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
A-RO,1,TE,A-RO-TE,1,1,CRETE,0,,STONE OBJECT,,,,0,
A-RU-DA,1,RA,A-RU-DA-RA,1,1,HAGHIA TRIADA,1,HT SCRIBE 13,TABLET,,,,0,
A-SA,1,RA2,A-SA-RA2,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
A-SA-DA,1,KA,A-SA-DA-KA,1,1,MALIA,0,,ROUNDEL,,,,0,
A-SA-MU,1,NE,A-SA-MU-NE,1,1,ZAKROS,0,,CLAY VESSEL,,,,0,
A-SA-SA-*802,1,ME,A-SA-SA-*802-ME,1,1,PRASSA,0,,STONE VESSEL,,,,0,
A-SA-SU-MA-I,1,SE,A-SA-SU-MA-I-SE,1,1,GOURNIA,0,,ROUNDEL,,,,0,
A-SE,1,JA,A-SE-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,B,candidate,0,
A-SE-TU,1,*21F,A-SE-TU-*21F,1,1,PHAISTOS,0,,TABLET,,,,0,
A-SI-DA-TO,1,I,A-SI-DA-TO-I,1,1,ARKHALKHORI,1,ARKH SCRIBE 1,TABLET,,,,0,
A-SI-JA,1,KA,A-SI-JA-KA,2,1,HAGHIA TRIADA,1,HT SCRIBE 13,TABLET,,,,0,
A-SI-KI,1,RA,A-SI-KI-RA,1,1,KHANIA,1,KH SCRIBE 3,TABLET,anthroponymic_risk,,,0,
A-SI-SU-PO,1,A,A-SI-SU-PO-A,1,1,KHANIA,1,KH SCRIBE 1,TABLET,,,,0,
A-SU,1,JA,A-SU-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 24,TABLET,,,,0,
A-SU-MI,1,*118,A-SU-MI-*118,1,1,ARKHALKHORI,1,ARKH SCRIBE 1,TABLET,,,,0,
A-SU-PU,1,WA,A-SU-PU-WA,1,1,ARKHALKHORI,1,ARKH SCRIBE 1,TABLET,,,,0,
A-TA,1,*350,A-TA-*350,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
A-TA,1,DE,A-TA-DE,1,1,CRETE,0,,METAL OBJECT,,,,0,
A-TA,1,RE,A-TA-RE,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,rejected,rejected,0,
A-TA-I-*301-DE,1,KA,A-TA-I-*301-DE-KA,1,1,ZAKROS,0,,CLAY VESSEL,,,,0,
A-TA-I-*301-WA,1,E,A-TA-I-*301-WA-E,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
A-TA-I-*301-WA,1,JA,A-TA-I-*301-WA-JA,10,5,IOUKTAS|KOPHINAS|PALAIKASTRO|SYME|TROULLOS,0,,STONE VESSEL,,,,0,
A-TA-NA,1,JE,A-TA-NA-JE,1,1,THERA,0,,CLAY VESSEL,,,,0,
A-TA-NA,1,TE,A-TA-NA-TE,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,rejected,rejected,0,
A-TI,1,RU,A-TI-RU,1,1,ZAKROS,1,ZA SCRIBE 1,TABLET,,,,0,
A-TI-KA-A-DU-KO,1,MI,A-TI-KA-A-DU-KO-MI,2,1,ZAKROS,0,,ROUNDEL,,,,0,
A-TO-*349-TO,1,I,A-TO-*349-TO-I,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
A-TU-RI-SI,1,TI,A-TU-RI-SI-TI,1,1,KNOSSOS,0,,CLAY VESSEL,,,,0,
A-WA,1,PI,A-WA-PI,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
A-ZU,1,RA,A-ZU-RA,1,1,KNOSSOS,0,,INKED INSCRIPTION,,,,0,
AU-RE,1,TE,AU-RE-TE,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
AU-SI,1,RE,AU-SI-RE,2,1,PHAISTOS,0,,TABLET,,,,0,
DA-DU,1,*301,DA-DU-*301,1,0,,0,,STONE OBJECT,,,,0,
DA-DU-MA,1,TA,DA-DU-MA-TA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
DA-DU-MI,1,NE,DA-DU-MI-NE,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
DA-I-PI,1,TA,DA-I-PI-TA,2,1,ZAKROS,2,ZA SCRIBE 2|ZA SCRIBE 4,TABLET,,,,0,
DA-JU,1,TE,DA-JU-TE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
DA-KU,1,NA,DA-KU-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,B,candidate,0,
DA-KU-SE,1,NE,DA-KU-SE-NE,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,,,1,DA-KU-SE-NE-TI
DA-KU-SE-NE,1,TI,DA-KU-SE-NE-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 5,TABLET,,A,positive,0,
DA-MA,1,TE,DA-MA-TE,1,1,KYTHERA,0,,STONE VESSEL,,,,1,I-DA-MA-TE
DA-MI,1,NU,DA-MI-NU,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
DA-NA,1,SI,DA-NA-SI,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
DA-NA,1,TU,DA-NA-TU,1,1,ARKHALKHORI,0,,TABLET,,,,0,
DA-NE-KU,1,TI,DA-NE-KU-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
DA-QE,1,RA,DA-QE-RA,2,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
DA-RI,1,DA,DA-RI-DA,4,1,HAGHIA TRIADA,2,HT SCRIBE 5|HT SCRIBE 9,TABLET,,,,0,
DA-RO,1,PA,DA-RO-PA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
DA-RU,1,*329,DA-RU-*329,1,1,HAGHIA TRIADA,1,HT SCRIBE 11,TABLET,,,,0,
DA-RU-NE,1,TE,DA-RU-NE-TE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
DA-SE-RA,1,TE,DA-SE-RA-TE,1,1,SYME,0,,STONE VESSEL,,,,0,
DA-SI,1,*118,DA-SI-*118,4,1,HAGHIA TRIADA,3,HT SCRIBE 2|HT SCRIBE 8|HT SCRIBE 9,TABLET,,,,0,
DA-TA,1,RA,DA-TA-RA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
DA-TA,1,RE,DA-TA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 7,TABLET,,,,0,
DA-U,1,*49,DA-U-*49,1,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
DE-JU,1,KU,DE-JU-KU,1,1,HAGHIA TRIADA,1,HT SCRIBE 5,TABLET,,,,0,
DE-KI,1,TI,DE-KI-TI,1,1,KHANIA,0,,TABLET,,,,0,
DI-DE,1,RU,DI-DE-RU,3,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
DI-DI-KA,1,SE,DI-DI-KA-SE,1,1,ZAKROS,0,,CLAY VESSEL,,,,0,
DI-DI-KO-RA-ME,1,TA2,DI-DI-KO-RA-ME-TA2,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
DI-DI-ZA,1,KE,DI-DI-ZA-KE,1,1,HAGHIA TRIADA,1,HT SCRIBE 21,TABLET,,,,0,
DI-KI,1,SE,DI-KI-SE,2,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
DI-NA,1,RO,DI-NA-RO,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,rejected,rejected,0,
DI-NA,1,U,DI-NA-U,5,2,HAGHIA TRIADA|KNOSSOS,1,HT SCRIBE 10,CLAY VESSEL|TABLET,,,,0,
DI-RE-DI,1,NA,DI-RE-DI-NA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
DI-RI,1,NA,DI-RI-NA,2,1,HAGHIA TRIADA,1,HT SCRIBE 5,TABLET,,,,0,
DU-*314,1,RE,DU-*314-RE,1,1,KOPHINAS,0,,STONE VESSEL,,,,0,
DU-DA,1,MA,DU-DA-MA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
DU-MA-I,1,NA,DU-MA-I-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
DU-ME,1,DI,DU-ME-DI,1,1,HAGHIA TRIADA,1,HT SCRIBE 18,TABLET,,,,0,
DU-MI-TA-TI,1,RA2,DU-MI-TA-TI-RA2,1,1,TROY,0,,STONE OBJECT,,,,0,
DU-PA3,1,NA,DU-PA3-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
DU-RA,1,RE,DU-RA-RE,1,1,KNOSSOS,0,,INKED INSCRIPTION,,rejected,rejected,0,
DU-RE-ZA,1,SE,DU-RE-ZA-SE,2,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
DU-SU,1,NI,DU-SU-NI,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
DU-ZU,1,WA,DU-ZU-WA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
E-NA,1,SI,E-NA-SI,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
E-TA2,1,QE,E-TA2-QE,1,1,PHAISTOS,0,,NODULE,,,,0,
E-TO,1,RI,E-TO-RI,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
I-DA,1,A,I-DA-A,1,1,KOPHINAS,0,,STONE VESSEL,,B,candidate,0,
I-DA,1,DA,I-DA-DA,1,1,CRETE,0,,STONE OBJECT,,C,comparison-only,0,
I-DA,1,MI,I-DA-MI,1,1,SYME,0,,STONE VESSEL,,A,positive,0,
I-DA-MA,1,TE,I-DA-MA-TE,1,1,ARKHALKHORI,1,AR SCRIBE 1,METAL OBJECT,,,,0,
I-DA-PA3-I-SA,1,RI,I-DA-PA3-I-SA-RI,1,1,PHAISTOS,0,,TABLET,,,,0,
I-DU,1,TI,I-DU-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 5,TABLET,,,,0,
I-DU-NE,1,SI,I-DU-NE-SI,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
I-JA,1,TE,I-JA-TE,1,1,PHAISTOS,0,,CLAY VESSEL,,C,comparison-only,0,
I-JA-PA,1,ME,I-JA-PA-ME,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
I-KI-RU,1,QE,I-KI-RU-QE,1,1,THERA,0,,TRITON,,,,0,
I-KU,1,TA,I-KU-TA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
I-KU-JU-TI,1,*28B,I-KU-JU-TI-*28B,1,1,ZAKROS,1,ZA SCRIBE 1,TABLET,,,,0,
I-KU-PA3-NA-TU-NA,1,TE,I-KU-PA3-NA-TU-NA-TE,1,1,APODOULOU,0,,STONE VESSEL,,,,0,
I-KU-RI,1,NA,I-KU-RI-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
I-NA,1,WA,I-NA-WA,1,1,PHAISTOS,0,,TABLET,,,,0,
I-NA-JA-PA,1,QA,I-NA-JA-PA-QA,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
I-NA-TA-I-ZU-DI-SI,1,KA,I-NA-TA-I-ZU-DI-SI-KA,1,1,IOUKTAS,0,,STONE VESSEL,,,,0,
I-PA-SA,1,JA,I-PA-SA-JA,1,1,KHANIA,1,KH SCRIBE 5,TABLET,,,,0,
I-PI-NA,1,MA,I-PI-NA-MA,2,2,KOPHINAS|TROULLOS,0,,STONE VESSEL,,,,0,
I-PI-NA-MI,1,NA,I-PI-NA-MI-NA,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
I-QA,1,*118,I-QA-*118,2,1,HAGHIA TRIADA,0,,TABLET,,,,0,
I-RU,1,JA,I-RU-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 11,TABLET,,,,0,
I-SA-RI,1,KE,I-SA-RI-KE,1,1,PHAISTOS,0,,TABLET,,,,0,
I-TA,1,JA,I-TA-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 13,TABLET,,,,0,
I-TI-NI,1,SA,I-TI-NI-SA,1,1,ZAKROS,1,ZA SCRIBE 5,TABLET,,,,0,
I-TI-TI-KU,1,NI,I-TI-TI-KU-NI,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
I-WA,1,JA,I-WA-JA,1,1,KNOSSOS,0,,ARCHITECTURE,,,,0,
I-ZU-RI-NI,1,TA,I-ZU-RI-NI-TA,1,1,PHAISTOS,0,,TABLET,,,,0,
JA-DI-KI,1,TU,JA-DI-KI-TU,1,1,IOUKTAS,0,,STONE VESSEL,,,,0,
JA-DI-KI-TE-TE-*307-PU2,1,RE,JA-DI-KI-TE-TE-*307-PU2-RE,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
JA-DI-KI-TE-TE-DU-PU2,1,RE,JA-DI-KI-TE-TE-DU-PU2-RE,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
JA-DU-RA,1,TI,JA-DU-RA-TI,1,1,KNOSSOS,0,,TABLET,,,,0,
JA-I-NWA,1,ZA,JA-I-NWA-ZA,1,1,SYME,0,,STONE VESSEL,,,,0,
JA-KI,1,PA3,JA-KI-PA3,1,1,PHAISTOS,0,,TABLET,,,,0,
JA-KI-SI-KI,1,NU,JA-KI-SI-KI-NU,1,1,ARKHALKHORI,0,,METAL OBJECT,,,,0,
JA-KU,1,TI,JA-KU-TI,1,1,KNOSSOS,0,,TABLET,,B,candidate,0,
JA-MA-U,1,TI,JA-MA-U-TI,1,1,MALIA,0,,3-SIDED BAR,,,,0,
JA-MI-DA,1,RE,JA-MI-DA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
JA-PA-RA-JA,1,SE,JA-PA-RA-JA-SE,1,1,SYME,0,,STONE VESSEL,,,,0,
JA-RE,1,MI,JA-RE-MI,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,not-comparable,rejected,0,
JA-SA,1,JA,JA-SA-JA,1,1,KNOSSOS,0,,STONE OBJECT,,rejected,rejected,0,
JA-SA,1,MU,JA-SA-MU,1,1,ZAKROS,1,ZA SCRIBE 5,TABLET,,,,0,
JA-SA-RA-A-NA,1,NE,JA-SA-RA-A-NA-NE,1,1,KNOSSOS,0,,INKED INSCRIPTION,,,,0,
JA-SA-SA-RA,1,ME,JA-SA-SA-RA-ME,7,5,IOUKTAS|PALAIKASTRO|PLATANOS|PSYKHRO|TROULLOS,1,PS SCRIBE 1,METAL OBJECT|STONE VESSEL,,rejected,IOZa16 breaks JA-SA-SA-RA- / -ME across faces; commentary explicitly reconstructs one full JA-SA-SA-RA-ME word,0,
JA-SA-U-NA-KA-NA,1,SI,JA-SA-U-NA-KA-NA-SI,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
JA-SI,1,E,JA-SI-E,1,1,KEA,0,,CLAY VESSEL,,,,0,
JA-TA-I-*301-U,1,JA,JA-TA-I-*301-U-JA,1,1,APODOULOU,0,,STONE VESSEL,,,,0,
JA-TI-TU,1,KU,JA-TI-TU-KU,1,1,LARANI,0,,CLAY VESSEL,,,,0,
JA-WA,1,PA3,JA-WA-PA3,1,1,SYME,0,,STONE VESSEL,,,,0,
JA-WA,1,PI,JA-WA-PI,1,1,PETRAS,0,,CLAY VESSEL,,,,0,
JE-TA,1,NA,JE-TA-NA,1,1,HAGHIA TRIADA,0,,NODULE,,,,0,
JU-KU-NA-PA-KU-NU-U-I,1,ZU,JU-KU-NA-PA-KU-NU-U-I-ZU,1,1,KNOSSOS,0,,INKED INSCRIPTION,,,,0,
KA-*314,1,SI,KA-*314-SI,1,1,PHAISTOS,0,,ROUNDEL,,,,0,
KA-A-SI,1,TE,KA-A-SI-TE,1,1,THERA,0,,CLAY VESSEL,,,,0,
KA-DU-MA,1,NE,KA-DU-MA-NE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
KA-I,1,RO,KA-I-RO,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
KA-KU,1,PA,KA-KU-PA,3,1,HAGHIA TRIADA,2,HT SCRIBE 10|HT WC SCRIBE 11,ROUNDEL|TABLET,,B,candidate,0,
KA-KU-NE,1,TE,KA-KU-NE-TE,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
KA-NA-NI,1,TI,KA-NA-NI-TI,1,1,KHANIA,0,,ROUNDEL,,,,0,
KA-NI-JA,1,MI,KA-NI-JA-MI,1,1,CRETE,0,,METAL OBJECT,,,,0,
KA-NU,1,TI,KA-NU-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 7,TABLET,,,,0,
KA-PA,1,QE,KA-PA-QE,1,1,HAGHIA TRIADA,0,,TABLET,,A,positive,0,
KA-PO,1,RU,KA-PO-RU,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
KA-RE,1,RO,KA-RE-RO,1,1,HAGHIA TRIADA,0,,ROUNDEL,,,,0,
KA-RI-*310,1,I,KA-RI-*310-I,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
KA-RO,1,NA,KA-RO-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 24,TABLET,,,,0,
KA-SA,1,RU,KA-SA-RU,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
KA-SI-A,1,TE,KA-SI-A-TE,1,1,KNOSSOS,0,,ARCHITECTURE,,,,0,
KA-U-DE,1,TA,KA-U-DE-TA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
KA-U-ZU,1,NI,KA-U-ZU-NI,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,,,0,
KE-KI,1,RU,KE-KI-RU,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
KE-SI,1,TE,KE-SI-TE,1,1,KNOSSOS,0,,ARCHITECTURE,,,,0,
KI-*310,1,RE,KI-*310-RE,1,1,HAGHIA TRIADA,0,,TABLET,,rejected,rejected,0,
KI-DA,1,RO,KI-DA-RO,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,rejected,rejected,0,
KI-DA,1,TA,KI-DA-TA,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
KI-DE-MA-*323,1,NA,KI-DE-MA-*323-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 12,TABLET,,,,0,
KI-DI,1,NI,KI-DI-NI,1,1,HAGHIA TRIADA,1,HT SCRIBE 5,TABLET,,,,0,
KI-KI,1,NA,KI-KI-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 7,TABLET,,,,0,
KI-KI-RA,1,JA,KI-KI-RA-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
