commentary_id,form,exclude_count,boundary_insecure_count,continuation_fragment_count,complex_logogram_count,cross_script_count,source_override_count,reason_classes,evidence_text
HT42[+]59,RE-TU,1,1,0,0,0,0,physical_boundary,.5 SU-DU[ .6-7 ]-RE-TU OLE+KI[ {*618} ]J
HT42[+]59,SI-SE,1,0,0,1,0,0,complex_logogram,• SI+SE {*529} • TE •
HT42[+]59,SU-DU,1,1,0,0,0,0,physical_boundary,LE+MI {*622} 2 .5 SU-DU[ .6-7 ]-RE-TU OLE
HT43,GRA-PA,1,0,0,1,0,0,complex_logogram,• I • GRA+PA {*574}
HT44,OLE-KI,1,0,0,1,0,0,complex_logogram,]OLE+KI {*617}
HT44,OLE-RA,1,0,0,1,0,0,complex_logogram,OLE+RA {*616}
HT44,OLE-U,1,0,0,1,0,0,complex_logogram,OLE+U {*610}
HT44,TE-GRA-F,1,0,0,1,0,0,complex_logogram,• TE GRA+F {*582} [
HT45,QA-RE-PU,2,0,0,2,0,0,complex_logogram,QA +[?]+ RE +PU {*509}
HT46,KU-RO,1,1,0,0,0,0,physical_boundary,1 ]MU-RU 1 [ A.2 ]KU-RO 43 J B.1 ] VEST.
HT46,MU-RU,1,1,0,0,0,0,physical_boundary,SUPRA MUTILA A.1 ]MU-RU 1 [ A.2 ]KU-RO 43
HT47,KI-DA-RO,1,1,0,0,0,0,physical_boundary,A.3-4 ] PI 10 A.4 KI-DA-RO [ ] VEST. [ A.5 ]
HT47,MI-NU-MI,1,1,0,0,0,0,physical_boundary,. [ A.5 ] 5 A.6 ]-MI-NU-MI B.1 ]RA-NA-RE[ B.
HT47,RA-NA-RE,1,1,0,0,0,0,physical_boundary,6 ]-MI-NU-MI B.1 ]RA-NA-RE[ B.2-6 DESUNT
HT47,TU-RO,1,0,0,1,0,0,complex_logogram,]TU+RO {*547} •
HT49,I-KI,1,1,0,0,0,0,physical_boundary,LA B.1 ]KU[ B.2 ] I-KI [ B.2 ]TA[ [[ ___
HT49,SI-RA,1,1,0,0,0,0,physical_boundary,5 ] VEST. [ A.5 ] SI-RA 1 A.6 A-RU 1 A.6
HT49,TA-NA-TI,1,1,0,0,0,0,physical_boundary,]-RA 2-DU [ A.2 ] TA-NA-TI • 1 [ A.3 ] VEST.
HT5,MA-SI,1,1,0,0,0,0,physical_boundary,LA .1 ]*307[ .2 ] MA-SI 30 [ .3 ]-WI-DU 1
HT5,WI-DU,1,1,0,0,0,0,physical_boundary,] MA-SI 30 [ .3 ]-WI-DU 10 [ .4 ]VEST.[ I
HT50,OLE-DI,1,0,0,1,0,0,complex_logogram,]OLE+DI[ {*608}
HT50,OLE-E,1,0,0,1,0,0,complex_logogram,OLE+E {*613}
HT50,OLE-KI,2,0,0,2,0,0,complex_logogram,OLE+KI {*618} || ]OLE+KI[ {*618}
HT50,OLE-MI,1,0,0,1,0,0,complex_logogram,OLE+MI {*622}
HT50,OLIV-TU,1,0,0,1,0,0,complex_logogram,OLIV+TU {*587}
HT51,KU-ME-TA,1,1,0,0,0,0,physical_boundary,INFRA MUTILA B.1 ]KU-ME-TA 1 2 [ B.2 ] ZU-DU
HT51,TI-NI,1,1,0,0,0,0,physical_boundary,[ A.2 ] SE 64 A.2 TI-NI[ A.3 ] RE [ INFRA
HT51,ZU-DU,1,1,0,0,0,0,physical_boundary,ME-TA 1 2 [ B.2 ] ZU-DU J F B.2 SI[ B.2 ]
HT52,DI-KA-KI,1,1,0,0,0,0,physical_boundary,E • [ A.2 ] 4 A.2 DI-KA-KI [ A.3 ] VEST. [ I
HT53,KU-RE,1,1,0,0,0,0,physical_boundary,3 ] VEST. [ B.4 ] KU-RE [ INFRA MUTILA
HT53,SA-NE,1,1,0,0,0,0,physical_boundary,UPRA MUTILA A.1 ] SA-NE [ A.2 ] VEST. [ A
HT54,KI-MI-RA,1,1,0,0,0,0,physical_boundary,U-MI-NA-QE[ A.3 ] KI-MI-RA 2 [ INFRA MUTILA
HT54,KU-MI-NA-QE,1,1,0,0,0,0,physical_boundary,.1 ] VEST. [ A.2 ]KU-MI-NA-QE[ A.3 ] KI-MI-RA 2
HT55,KI-RO,1,1,0,0,0,0,physical_boundary,ER FRACTION A.1 ] KI-RO • A.1 MA-RE 1 [ A
HT55,RI-JA,1,1,0,0,0,0,physical_boundary,E 1 B.1 QE [ B.2 ]RI-JA 1 B.2 I-[ B.3 ] V
HT56,OLE-KI,1,0,0,1,0,0,complex_logogram,]OLE+KI {*618}
HT57,DA-QE-RA,1,1,0,0,0,0,physical_boundary,MBER FRACTION A.1 DA-QE-RA[ A.1 ] 1 A.2 A[ A
HT58,OLE-E,1,0,0,1,0,0,complex_logogram,]OLE+E {*613}
HT58,OLE-MI,1,0,0,1,0,0,complex_logogram,OLE+MI[ {*622}
HT58,OLE-U,1,0,0,1,0,0,complex_logogram,OLE+U {*610}
HT58,U-KI,1,1,0,0,0,0,physical_boundary,3 .3 OLIV 4 1 .4 ]U-KI [ INFRA MUTILA
HT59,RE-TU,1,1,0,0,0,0,physical_boundary,.5 SU-DU[ .6-7 ]-RE-TU OLE+KI[ {*618} ]J
HT59,SI-SE,1,0,0,1,0,0,complex_logogram,• SI+SE {*529} • TE •
HT59,SU-DU,1,1,0,0,0,0,physical_boundary,LE+MI {*622} 2 .5 SU-DU[ .6-7 ]-RE-TU OLE
HT6,JA-RU,1,0,0,1,0,0,complex_logogram,JA+RU {*538}
HT6,MA-RI,1,1,0,0,0,0,physical_boundary,RA-TI-SE 1 B.2-3 MA-RI-[•]-I 3 B.4 DU-DA
HT60,MI-JA,1,0,0,1,0,0,complex_logogram,MI + JA +[•] {*549}
HT60,OLE-RI,1,0,0,1,0,0,complex_logogram,]OLE+RI {*614}
HT60,QA-PU,1,0,0,1,0,0,complex_logogram,] QA +[?]+PU {*510}
HT60,QA-RE,1,0,0,1,0,0,complex_logogram,QA +[?]+ RE {*508}[
HT61,GRA-KU,1,0,0,1,0,0,complex_logogram,GRA+KU {*579}
HT61,MI-TI,1,1,0,0,0,0,physical_boundary,SUPRA MUTILA .1 ] MI-TI • GRA+KU {*579} 6
HT62,IB-TI,1,1,0,0,0,0,physical_boundary,U 4 [ .3 ] 1 8 .3 IB-TI-[•] 6 .3 DI[ .4 ]
HT62,SA-RA,1,1,0,0,0,0,physical_boundary,FRACTION .1 [•-•]SA-RA • TE • VINA [ .2
HT62[+]73,IB-TI,1,1,0,0,0,0,physical_boundary,U 4 [ .3 ] 1 8 .3 IB-TI-[•] 6 .3 DI[ .4 ]
HT62[+]73,SA-RA,1,1,0,0,0,0,physical_boundary,FRACTION .1 [•-•]SA-RA • TE • VINA [ .2
HT64,KU-ZU-NA,1,1,0,0,0,0,physical_boundary,MBER FRACTION .1 ]KU-ZU-NA[ .2 ]NA 2 .2 RU-M
HT64,RU-MA,1,1,0,0,0,0,physical_boundary,U-NA[ .2 ]NA 2 .2 RU-MA[ .3 VACAT .4 ] 3
HT65,*330-SA,1,0,0,1,0,0,complex_logogram,*330+SA {*644}
HT66,TA-MI,1,1,0,0,0,0,physical_boundary,]DI 2 .2 TA-[ .3 ]TA-MI[ .4 ]RE 1 INFRA M
HT67,KU-RO,1,1,0,0,0,0,physical_boundary,.1 ] VEST. [ .2 ]KU-RO 4 2 0 [ .3 ] FIC
HT69,MA-DI,1,1,0,0,0,0,physical_boundary,] 5 .1 DI 8 [ .2 ]MA-DI 4 [ .3 ]DI 12 [ I
HT72,SI-VIR,1,1,0,0,0,0,physical_boundary,UMBER FRACTION .1 SI-VIR-[•][ .2 ] VEST. [
HT73,IB-TI,1,1,0,0,0,0,physical_boundary,U 4 [ .3 ] 1 8 .3 IB-TI-[•] 6 .3 DI[ .4 ]
HT73,SA-RA,1,1,0,0,0,0,physical_boundary,FRACTION .1 [•-•]SA-RA • TE • VINA [ .2
HT74,KU-RO,1,1,0,0,0,0,physical_boundary,.1 ] VEST. [ .2 ]KU-RO 20 [ INFRA MUTILA
HT75,KA-RU,1,1,0,0,0,0,physical_boundary,UMBER FRACTION 1. KA-RU[ ________________
HT79,KU-NI,1,1,0,0,0,0,physical_boundary,.2 ]TU-[•] 3 .3 ]KU-NI[ .3 ] ZU 3 INFRA
HT79,TU-PA-RI,1,1,0,0,0,0,physical_boundary,.1 DA-PA 3 [ .2 ]TU-PA-RI 1 [ .2 ]TU-[•] 3
HT79[+]83,KU-NI,1,1,0,0,0,0,physical_boundary,.2 ]TU-[•] 3 .3 ]KU-NI[ .3 ] ZU 3 INFRA
HT79[+]83,TU-PA-RI,1,1,0,0,0,0,physical_boundary,.1 DA-PA 3 [ .2 ]TU-PA-RI 1 [ .2 ]TU-[•] 3
HT8,*86-*188,1,0,0,1,0,0,complex_logogram,*86+*188 {*565}
HT8,OLE-KI,2,0,0,2,0,0,complex_logogram,OLE+KI {*618}
HT80,JU-RA,1,1,0,0,0,0,physical_boundary,SUPRA MUTILA .1 ]JU-RA[ .2 ] VACAT INFRA
HT81,MI-JA-RU,1,0,0,1,0,0,complex_logogram,• MI + JA +RU {*550} •
HT81,RI-SU-MA,1,1,0,0,0,0,physical_boundary,{*550} • H [ .2 ]RI-SU-MA L4 .2 KI[ INFRA M
HT82,*400-VAS-*304,1,0,0,1,0,0,complex_logogram,*400 VAS+*304 {* 653 }
HT83,KU-NI,1,1,0,0,0,0,physical_boundary,.2 ]TU-[•] 3 .3 ]KU-NI[ .3 ] ZU 3 INFRA
HT83,TU-PA-RI,1,1,0,0,0,0,physical_boundary,.1 DA-PA 3 [ .2 ]TU-PA-RI 1 [ .2 ]TU-[•] 3
HT84,F-JA-DU,1,1,0,0,0,0,physical_boundary,ER FRACTION .1 QI F-JA-DU [ .2 ]NU-TI • VIR
HT84,NU-TI,1,1,0,0,0,0,physical_boundary,QI F-JA-DU [ .2 ]NU-TI • VIR[ .3 ] VEST.
HT85,*307-*307,1,0,0,1,0,0,complex_logogram,• *307+*307 {*638} • VIR •
HT85,KU-RO,1,1,0,0,0,0,physical_boundary,3 A.5 DA-RE 4 A.6 KU-RO[ ] 66 B.1 KI-KI-R
HT85,TE-TU,1,1,0,0,0,0,physical_boundary,1 B.2 PA 1 B.2-3 TE-TU[ ] 1 B.3 KA 1 B.3
HT86,A-KA-RU,1,1,0,0,0,0,physical_boundary,0 A.6 VACAT B.1 [[A-KA-RU • ]] B.1-2 [[KU-N
HT86,DI-DE,1,1,0,0,0,0,physical_boundary,SA-RU 20 ]] B.3 [[DI-DE]] .1 [[ VACANT ]]
HT86,GRA-B,1,0,0,1,0,0,complex_logogram,GRA+B {*580}
HT86,GRA-K-L2,2,0,0,2,0,0,complex_logogram,GRA+K+L2 {*584}
HT86,KU-NI-SU,1,1,0,0,0,0,physical_boundary,A-RU • ]] B.1-2 [[KU-NI-SU GRA+K+L2 {*584} 2
HT86,SA-RU,1,1,0,0,0,0,physical_boundary,*584} 20 ]] B.2 [[SA-RU 20 ]] B.3 [[DI-DE
HT87,A-RA,1,1,0,0,0,0,physical_boundary,.4 KU-RU-KU 1 .5 A-RA-[•]-A-TU 1
HT87,A-TU,1,1,0,0,0,0,physical_boundary,-KU 1 .5 A-RA-[•]-A-TU 1
HT88,VIR-KA,1,0,0,1,0,0,complex_logogram,VIR+KA {*568}
HT89,JU-*317-QE,1,0,0,1,0,0,complex_logogram,JU +*317-QE {*542}
HT89,VIR-*313A,1,0,0,1,0,0,complex_logogram,VIR+*313A {*570}
HT9,WA-JA-PI,1,1,0,0,0,0,physical_boundary,E B.1 PA 3 • B.1 WA-JA-PI-[ ] _____________
HT90,OLE-DI,1,0,0,1,0,0,complex_logogram,OLE+DI {*608}
HT90,OLE-MI,1,0,0,1,0,0,complex_logogram,OLE+MI {*622}
HT91,OLE-KI,1,0,0,1,0,0,complex_logogram,• OLE+KI {*618}
HT91,OLE-MI,2,0,0,2,0,0,complex_logogram,OLE+MI {*622}
HT91,OLE-U,1,0,0,1,0,0,complex_logogram,OLE+U {*610}
HT93,DA-RE-SE,1,0,0,1,0,0,complex_logogram,DA+RE+SE {*502}
HT93,I-GRA-PA,2,0,0,2,0,0,complex_logogram,• I GRA+PA {*574}
HT93,KI-RO,1,1,0,0,0,0,physical_boundary,B.1 ] 1 65 H B.1 KI-RO[ B.2 ] VACAT B.3-
HT93,NI-NA,1,1,0,0,0,0,physical_boundary,7 *343 2 A.8 PA 3-NI-NA[ A.8 ] PA-SE-JA 2
HT93,O-TI,1,1,0,0,0,0,physical_boundary,E-JU-KU 1 J A.6-7 O-TI-[•] 3 A.7 DA-RI-D
HT93,PA-SE-JA,1,1,0,0,0,0,physical_boundary,PA 3-NI-NA[ A.8 ] PA-SE-JA 20 A.9 VIR 10 F[
HT93,RE-SE,1,0,0,1,0,0,complex_logogram,• GRA PA 3 • RE+SE {*515}
HT94,DE-ME-TE,1,1,0,0,0,0,physical_boundary,*86 • B.4 RA-[•]-DE-ME-TE 1 B.5 QI F-TU-[•]
HT94,F-TU,1,1,0,0,0,0,physical_boundary,DE-ME-TE 1 B.5 QI F-TU-[•] 1 B.6 VACAT
HT94,KU2-QE-RO3,1,0,1,0,0,0,editorial_continuation,"FOR KE-KI-RU, COMPARE CHIC #186: 028-047-049-061 KU2-QE-RO3-"
HT94,TI-A,1,0,0,1,0,0,complex_logogram,TI+A {*523}
HT94,VIR-*313B,1,0,0,1,0,0,complex_logogram,VIR+*313B {*571}
HT96,KU-MA-RO,1,1,0,0,0,0,physical_boundary,____________ A.5 ]KU-MA-RO • • TE FIC 20 A.6
HT96,OLE-U,1,0,0,1,0,0,complex_logogram,OLE+U {*610}
HT97,*307-*307,1,0,0,1,0,0,complex_logogram,• *307+*307 {*638} • VIR+KA {*568}
HT97,VIR-KA,1,0,0,1,0,0,complex_logogram,• *307+*307 {*638} • VIR+KA {*568}
HT99,GRA-QE,1,0,0,1,0,0,complex_logogram,GRA+QE[ {*578}
HT99,SI-SE-FIC,1,0,0,1,0,0,complex_logogram,SI+SE {*529} FIC
HTWA1074,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1074-1078,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1075,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1076,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1077,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1078,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1079,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1079-1085,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1080,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1081,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1082,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1083,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1084,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWA1085,WINGS-TAIL,1,1,0,0,0,0,physical_boundary,O. 105: DISPLAYED WINGS-TAIL [ZAKROS MASTER])
HTWC<3018>,B-*303-D,1,0,0,1,0,0,complex_logogram,B: *303+D {*624}
HTWC3016,B-*304-PA-*303-D,1,0,0,1,0,0,complex_logogram,B: *304+PA {*629} *303+D {*624}
HTWC3017,B-*625-*303-D-*304-PA,1,0,0,1,0,0,complex_logogram,B: *625 [*303+D {*624} *304+PA {*629}]
HTWEWC3020,B-*304-PA-*303-D,1,0,0,1,0,0,complex_logogram,B: *304+PA {*629} *303+D {*624}
HTZB158,TU-SE-SU-KI,1,1,0,0,0,0,physical_boundary,GAZINE 5) A: ][•]-TU-SE-SU-KI B: SU-KI-RI-TE-I-
HTZB159,A-NA-NU-SI-JA-SE,1,1,0,0,0,0,physical_boundary,"), PITHOS (VILLA) A-NA-NU-SI-JA-SE[ COMMENTARY © JOH"
HTZB161,SI-PU,1,1,0,0,0,0,physical_boundary,ILLA MAGAZINE 5) ]SI-PU [ COMMENTARY © JO
HTZD155,TA-JA,1,1,0,0,0,0,physical_boundary,E *319 3 E F *319 TA-JA [= 5 ] K [ A-JU •
HTZD157+156,WI-JA-SU-MA-TI-TI-*319,1,1,0,0,0,0,physical_boundary,34-135+132-133) • WI-JA-SU-MA-TI-TI-*319 [ ] NE 1 NE 1 J *
IOZA10,A-SA-SA-RA-ME,1,1,0,0,0,0,physical_boundary,II-LM I CONTEXT) ]A-SA-SA-RA-ME ON ANALOGY WITH P
IOZA11,DA-DA,1,1,0,0,0,0,physical_boundary,R LINE): ]-NA-[•]-DA-DA-[• • •][ ] .B (LO
IOZA11,I-NA-I-DA,1,0,1,0,0,0,editorial_continuation,".B (LOWER LINE, RETROGRADE): ] U-TI-NU • I-NA-I-DA-•["
IOZA11,U-TI-NU,1,1,0,0,0,0,physical_boundary,"E, RETROGRADE): ] U-TI-NU • I-NA-I-DA-•[ BO"
IOZA12,I-TI,1,1,0,0,0,0,physical_boundary,SA-.B:-SA-RA-ME • I-TI-[ THE TWO SIDES B
IOZA12,JA-SA,1,0,1,0,0,0,editorial_continuation,.A: ][• •] • JA-SA-
IOZA12,SA-RA-ME,1,0,1,0,0,0,editorial_continuation,.B:-SA-RA-ME • I-TI-[
IOZA13,MA-I,1,1,0,0,0,0,physical_boundary,.-OL. 1985). ][•]-MA-I-[ COMMENTARY © JO
IOZA14,I-DI,1,1,0,0,0,0,physical_boundary,987). SI-]RU-TE • I-DI-[ COMMENTARY © JO
IOZA14,RU-TE,1,1,0,0,0,0,physical_boundary,; KAR. 1987). SI-]RU-TE • I-DI-[ COMMENTA
IOZA15,I-PI-NA-MA,1,1,0,0,0,0,physical_boundary,744; KAR. 1987). ]I-PI-NA-MA • SI-RU-[TE COMME
IOZA15,SI-RU,1,1,0,0,0,0,physical_boundary,7). ]I-PI-NA-MA • SI-RU-[TE COMMENTARY ©
IOZA16,JA-SA-SA-RA,1,0,1,0,0,0,editorial_continuation,.A: ] *123 • JA-SA-SA-RA-
IOZA16,U-NA-RU-KA,2,2,0,0,0,0,physical_boundary,SA-SA-RA-.B:-ME • U-NA-RU-KA[-NA-SI .A-.B: ] A || JA-SA-SA-RA-ME • U-NA-RU-KA[-NA-SI KAMILARI C
IOZA2,I-PI-NA-MA,1,1,0,0,0,0,physical_boundary,-NA-KA-NA-]SI [•] I-PI-NA-MA • .2: SI-RU-TE •
IOZA2,JA-SA-SA-RA,1,1,0,0,0,0,physical_boundary,A • JA-DI-KI-TU • JA-SA-SA-RA[-ME • U-NA-KA-NA-
IOZA4,*301-WA,2,2,0,0,0,0,physical_boundary,"ABLE, SERPENTINE ]*301-WA [ A-TA-I-]*301-WA || *301-WA [ A-TA-I-]*301-WA [-JA. COMMENTARY"
IOZA5,I-JA-PA,1,1,0,0,0,0,physical_boundary,]I-JA-RE-DI-JA • I-JA-PA[ COMMENTARY © JOH
IOZA5,I-JA-RE-DI-JA,1,1,0,0,0,0,physical_boundary,"GEMNT, CHRLORITE ]I-JA-RE-DI-JA • I-JA-PA[ COMMEN"
IOZA7,JA-TI-*321,1,1,0,0,0,0,physical_boundary,TA-I-*301-WA-JA • JA-TI-*321 [ • OVER [[ ]]. C
IOZA8,A-NA-TI-*301-WA-JA,1,1,0,0,0,0,physical_boundary,I-LM I CONTEXT) ] A-NA-TI-*301-WA-JA [ COMMENTARY © JO
IOZA9,JA-SA-SA,1,1,0,0,0,0,physical_boundary,.A (RETROGRADE): JA-SA-SA[-RA-ME .B: • U-NA
IOZA9,U-NA-KA,1,1,0,0,0,0,physical_boundary,A-SA[-RA-ME .B: • U-NA-KA[-NA-SI COMMENTARY
IOZB10,A-SA-SA-RA-ME,1,1,0,0,0,0,physical_boundary,II-LM I CONTEXT) ]A-SA-SA-RA-ME ON ANALOGY WITH P
KE1,KA-SA,1,1,0,0,0,0,physical_boundary,UMBER FRACTION .1 KA-SA [ .2 ] VEST. [ IN
KEZB4,A-NA-NU-SI-JA-SE,1,1,0,0,0,0,physical_boundary,"TIMES: HT ZB 159 (A-NA-NU-SI-JA-SE[), HT 28A.1 & B.1"
KH1,GRA-F,1,0,0,1,0,0,complex_logogram,GRA+F {*582}
KH11,*303-E,2,0,0,2,0,0,complex_logogram,*303+E {*626}
KH11,A-DU,1,1,0,0,0,0,physical_boundary,UMBER FRACTION .1 A-DU-[•]-ZA *303 K .2
KH12,*401V-AS-*304,1,0,0,1,0,0,complex_logogram,*401VAS+*304 {*653}
KH12,*401V-AS-RU,2,0,0,2,0,0,complex_logogram,*401VAS+RU {*651}
KH12,MI-JA-RU,1,0,0,1,0,0,complex_logogram,MI + JA +RU {*550}
KH13,A-SE-RE-ZA,1,1,0,0,0,0,physical_boundary,ILA .1 ] 2 J[ .2 ]A-SE-RE-ZA[ .3 ] E L2 .3 *30
KH13,DA-I,1,1,0,0,0,0,physical_boundary,.4 ] VEST. [ .4 ]DA-I[ .5 ] 3 INFRA MUT
KH14,VIR-*307,1,0,0,1,0,0,complex_logogram,VIR+*307 {*569}
KH16,*303-D,1,0,0,1,0,0,complex_logogram,*303+D {*624} [
KH16,U-TA-I-SI,1,1,0,0,0,0,physical_boundary,.1 *303 K L2[ .2 ]U-TA-I-SI *303+D {*624} [ .
KH18,*401V-AS,1,0,0,1,0,0,complex_logogram,]*401VAS+[ ][ {*649}
KH18,I-KU-PI,1,1,0,0,0,0,physical_boundary,{*649} .2 ] 5 .2 I-KU-PI[ .3 ] VINC 1 .3 K
KH18,RO-RO,1,0,0,1,0,0,complex_logogram,RO+RO {*504}[
KH19,*306-VIR,1,0,0,1,0,0,complex_logogram,]*306 VIR+* 307 {*569}
KH19,OLE-TA,1,0,0,1,0,0,complex_logogram,OLE+TA {*615}
KH2,*306-*303-E,1,0,0,1,0,0,complex_logogram,*306 *303+E[ {*626}
KH20,*303-E,2,0,0,2,0,0,complex_logogram,*303 +E {*626}[ || *303+E {*626}
KH20,DU-RE-ZA,1,1,0,0,0,0,physical_boundary,AT [ ] VACAT .4 ] DU-RE-ZA • *303+E {*626} J
KH21,*306-QE-DU,1,1,0,0,0,0,physical_boundary,2 ]D .2 FIC 2[ .3 *306-QE-DU [
KH22,*303-E,1,0,0,1,0,0,complex_logogram,*303+E [ {*626}
KH23,A-DU,1,1,0,0,0,0,physical_boundary,UMBER FRACTION .1 A-DU[ .2 ]*303+[ ][ IN
KH27,GRA-PA,1,0,0,1,0,0,complex_logogram,]GRA+PA {*574}
KH28,GRA-F,1,0,0,1,0,0,complex_logogram,]SE • GRA+F {*582}[
KH29,KU-PA,1,1,0,0,0,0,physical_boundary,TA 2 [ .2 ] 1 .2 KU-PA [ .3 ] 2 .3 *303
KH31,*401V-AS-RA,1,0,0,1,0,0,complex_logogram,*401VAS+RA {*652}[
KH33,*303-D,1,0,0,1,0,0,complex_logogram,] *303 +D {*624}[
KH34,*303-E,1,0,0,1,0,0,complex_logogram,]*303+ E {*626}
KH36,MI-JA-RU,1,0,0,1,0,0,complex_logogram,]KA • MI + JA +RU {*550}
KH38,*303-D,1,0,0,1,0,0,complex_logogram,*303+D {*624}
KH39,A-TA,1,1,0,0,0,0,physical_boundary,UMBER FRACTION .1 A-TA-[ .2 ] OLE+TA {*6
KH39,OLE-TA,1,0,0,1,0,0,complex_logogram,] OLE+TA {*615}[
KH4,A-DU-RE,1,1,0,0,0,0,physical_boundary,UMBER FRACTION .1 A-DU-RE[ .2 ]*306 4 .2 *3
KH40,SI-NA,1,1,0,0,0,0,physical_boundary,ON SUPRA MUTILA ] SI-NA-[ INFRA MUTILA
KH41,KA-TA-RE,1,1,0,0,0,0,physical_boundary,CTION .1 ] 3 .2 ] KA-TA-RE[ INFRA MUTILA
KH42,*307-*301,1,0,0,1,0,0,complex_logogram,]*307+*301 {*637}[
KH43,MA-RU-RE,1,0,0,1,0,0,complex_logogram,] MA +RU-RE {*562}
KH43,WI-ZE,1,0,0,1,0,0,complex_logogram,WI+ ZE {*527}[
KH47,QA-NE,1,1,0,0,0,0,physical_boundary,SUPRA MUTILA .1 ] QA-NE [ .2 ] 6 .2 SI[ .
KH5,*303-E,1,0,0,1,0,0,complex_logogram,*303+E {*626}
KH5,VINB-WI,1,0,0,1,0,0,complex_logogram,VINB+WI {*598}
KH51,SI-I-SI,1,1,0,0,0,0,physical_boundary,BER FRACTION .1 ] SI-I-SI 3 .2 ] 4 .2 TU[ I
KH52,TA-U,1,1,0,0,0,0,physical_boundary,.1 ] VEST. [ .2 ]TA-U-[ INFRA MUTILA
KH53,A-ME-*123,1,1,0,0,0,0,physical_boundary,BER FRACTION .1 ] A-ME-*123 • .1 NE[ INFRA MU
KH54,*303-E,1,0,0,1,0,0,complex_logogram,]*303+E {*626}
KH55,OLE-TA,1,0,0,1,0,0,complex_logogram,OLE+TA {*615}
KH58,*303-E,2,0,0,2,0,0,complex_logogram,]*303+E {*626} || ] *303+E {*626}
KH58,A-*301,1,1,0,0,0,0,physical_boundary,] *303 +[ ] J .5 A-*301[
KH59,DI-NA,1,1,0,0,0,0,physical_boundary,] 1 .2 ]-I 5 .3 ]-DI-NA 5 INFRA MUTILA
KH6,*303-D,6,0,0,6,0,0,complex_logogram,]*303+D {*624} || *303 + D {*624} || *303+D {*624}[ || *303+D {*624}
KH6,DI-SI,1,1,0,0,0,0,physical_boundary,303+D {*624} J .1 DI-SI-[ .2 ]-TE-NU-RE[
KH6,KI-SA-NE,1,1,0,0,0,0,physical_boundary,2 ]-TE-NU-RE[ .3 ]KI-SA-NE *303 + D {*624} J
KH6,PI-SA,1,1,0,0,0,0,physical_boundary,3+D {*624} J .6-7 PI-SA[ ]*303+D {*624} J
KH6,TE-NU-RE,1,1,0,0,0,0,physical_boundary,J .1 DI-SI-[ .2 ]-TE-NU-RE[ .3 ]KI-SA-NE *30
KH60,MI-JA-RU,1,0,0,1,0,0,complex_logogram,MI + JA +RU {*550}
KH60,RA-KI-TA-NA-SI,1,1,0,0,0,0,physical_boundary,"ER ""FRACTION"" .1 ]RA-KI-TA-NA-SI[ .2 ]*131C W .2 T"
KH61,OLE-TA,1,0,0,1,0,0,complex_logogram,OLE+TA {*615}
KH63,*401V-AS-RU,1,0,0,1,0,0,complex_logogram,]*401VAS+RU {*651}
KH7,*303-D,6,0,0,6,0,0,complex_logogram,*303+D {*624}
KH7,*303-E,1,0,0,1,0,0,complex_logogram,*303+E {*626}
KH7,*303-K,1,0,0,1,0,0,complex_logogram,*303+K {*627}
KH7,*304-PA,1,0,0,1,0,0,complex_logogram,*304+PA {*629}
KH7,KO-E,1,1,0,0,0,0,physical_boundary,05 • A.4-5 KU-[•]-KO-E VIR+*313B {*571}
KH7,PA-NA-TU,1,1,0,0,0,0,physical_boundary,{*624} J[ B.2-3 ] PA-NA-TU *303+D {*624} J B
KH7,VIR-*313B,3,0,0,3,0,0,complex_logogram,VIR+*313B {*571}
KH73,*304-PA,1,0,0,1,0,0,complex_logogram,*304+PA {*629}
