id,form,site,scribe,support,tokenIndex,warning_classes
PH2,RA-O-DI-KI,PHAISTOS,,TABLET,3,
PH2,PI-RU-E-JU,PHAISTOS,,TABLET,6,
PH2,SE-SA-PA3,PHAISTOS,,TABLET,9,
PH3A,PA-RA,PHAISTOS,,TABLET,14,
PH6,I-NA-WA,PHAISTOS,,TABLET,0,
PH6,A-RI,PHAISTOS,,TABLET,3,
PH6,I-ZU-RI-NI-TA,PHAISTOS,,TABLET,5,
PH6,A-RI,PHAISTOS,,TABLET,7,
PH6,I-DA-PA3-I-SA-RI,PHAISTOS,,TABLET,9,
PH9A,*317-QE-*353,PHAISTOS,,TABLET,0,
PH10,*355-E-*354,PHAISTOS,,TABLET,0,
PH13C,TE-ZU,PHAISTOS,,LAMES (SHORT THIN TABLET),0,
PH24,RO-E,PHAISTOS,,TABLET,0,
PH28A,A-PA3,PHAISTOS,,TABLET,2,
PH28A,JA-KI-PA3,PHAISTOS,,TABLET,5,
PH(?)31A,MA-DI,PHAISTOS,,TABLET,8,
PH(?)31A,KU-PA3-NU,PHAISTOS,,TABLET,18,
PH(?)31A,AU-SI-RE,PHAISTOS,,TABLET,19,
PH(?)31A,KU-RO,PHAISTOS,,TABLET,25,
PH(?)31B,NE-*22M,PHAISTOS,,TABLET,14,
PH(?)31B,TE-RI,PHAISTOS,,TABLET,20,
PH(?)31B,RI-RU-MA-TI,PHAISTOS,,TABLET,25,
PH(?)31B,AU-SI-RE,PHAISTOS,,TABLET,28,
PH(?)31B,A-MI-DA-O,PHAISTOS,,TABLET,30,
PHWA32,SU-KI-RI-TA,PHAISTOS,,NODULE,0,
PHWC37,KA-*314-SI,PHAISTOS,,ROUNDEL,0,
PHWC38,*314-TA-MA,PHAISTOS,,ROUNDEL,0,
PHWC39,JA-DI,PHAISTOS,,ROUNDEL,0,
PHWC40,TI-TI-MA,PHAISTOS,,ROUNDEL,0,
PHWC46,*328-E,PHAISTOS,,ROUNDEL,0,
PHWG45,E-TA2-QE,PHAISTOS,,NODULE,0,
PHZB4,SI-MA,PHAISTOS,,CLAY VESSEL,0,
PHZB4,I-JA-TE,PHAISTOS,,CLAY VESSEL,2,
PHZB5,WA-PI-TI-NA-RA2,PHAISTOS,,CLAY VESSEL,0,
PHZB48,QA-*305,PHAISTOS,,CLAY VESSEL,0,
PK1,KA-QA,PALAIKASTRO,,TABLET,5,
PK1,A-DU-ZA,PALAIKASTRO,,TABLET,10,
PK1,TA2-TA-RE,PALAIKASTRO,,TABLET,13,
PK1,TA2-TI-TE,PALAIKASTRO,,TABLET,18,
PK1,O-KA-MI-ZA-SI-I-NA,PALAIKASTRO,,TABLET,21,
PK1,O-TE-JA,PALAIKASTRO,,TABLET,26,
PK1,RA-NA-TU-SU,PALAIKASTRO,,TABLET,31,
PK1,NI-MI,PALAIKASTRO,,TABLET,34,
PK1,TU-SU,PALAIKASTRO,,TABLET,39,
PK1,MA-TI-ZA-I-TE,PALAIKASTRO,,TABLET,42,
PK1,MA-TE-TI,PALAIKASTRO,,TABLET,47,
PK1,MA-KA-I-TA,PALAIKASTRO,,TABLET,50,
PK3,DA-RE,PALAIKASTRO,,4-SIDED BAR,8,
PKZA8,PA3-E,PALAIKASTRO,,STONE VESSEL,2,
PKZA8,JA-DI-KI-TE-TE-*307-PU2-RE,PALAIKASTRO,,STONE VESSEL,4,
PKZA8,TU-ME-I,PALAIKASTRO,,STONE VESSEL,6,
PKZA8,JA-SA-U-NA-KA-NA-SI,PALAIKASTRO,,STONE VESSEL,8,
PKZA10,I-PI-NA-MI-NA,PALAIKASTRO,,STONE VESSEL,2,
PKZA11,A-TA-I-*301-WA-E,PALAIKASTRO,,STONE VESSEL,0,
PKZA11,PI-TE-RI,PALAIKASTRO,,STONE VESSEL,8,
PKZA11,A-KO-A-NE,PALAIKASTRO,,STONE VESSEL,10,
PKZA11,SA-SA-RA-ME,PALAIKASTRO,,STONE VESSEL,14,
PKZA11,U-NA-RU-KA-NA-TI,PALAIKASTRO,,STONE VESSEL,16,
PKZA11,I-NA-JA-PA-QA,PALAIKASTRO,,STONE VESSEL,24,
PKZA12,A-TA-I-*301-WA-JA,PALAIKASTRO,,STONE VESSEL,0,
PKZA12,U-NA-RU-KA-JA-SI,PALAIKASTRO,,STONE VESSEL,11,
PKZA15,JA-DI-KI-TE-TE-DU-PU2-RE,PALAIKASTRO,,STONE VESSEL,0,
PKZA18,I-DA,PALAIKASTRO,,STONE VESSEL,2,
PKZB?,A-PA3-DI,PALAIKASTRO,,CLAY VESSEL,0,
PKZB21,KI-TA-NI-TE,PALAIKASTRO,,CLAY VESSEL,0,
PKZB25,MI-DA-RA,PALAIKASTRO,,CLAY VESSEL,0,
PLZF1,WI-TE-JA-MU,PLATANOS,,METAL OBJECT,2,
PLZF1,U-QE-TI,PLATANOS,,METAL OBJECT,4,
PLZF1,JA-SA-SA-RA-ME,PLATANOS,,METAL OBJECT,6,
PLZF1,TA-NU-NI-KI-NA,PLATANOS,,METAL OBJECT,8,
PLZF1,NI-NU-NI,PLATANOS,,METAL OBJECT,10,
POZC1,RI-QE-TI-A-SA-SA-RA-*325,POROS HERAKLEIOU,,INKED INSCRIPTION,0,
PRZA1,TA-NA-SU-TE-KE,PRASSA,,STONE VESSEL,0,
PRZA1,SE-TO-I-JA,PRASSA,,STONE VESSEL,2,
PRZA1,A-SA-SA-*802-ME,PRASSA,,STONE VESSEL,4,
PSZA2,TA-NA-I-*301-TI,PSYKHRO,PS SCRIBE 1,STONE VESSEL,2,
PSZA2,JA-SA-SA-RA-ME,PSYKHRO,PS SCRIBE 1,STONE VESSEL,6,
PYR1,TI-MA-RU-WI-TE,PYRGOS,,TABLET,0,
SEZF1,DA-KU,SELAKANOS,,METAL OBJECT,0,
SKOZC1,NA-TU-*301-NE,SKOTEINO CAVE,,INKED INSCRIPTION,1,
SKOZC1,QA-KI-TI,SKOTEINO CAVE,,INKED INSCRIPTION,3,
SYZA1,I-DA-MI,SYME,,STONE VESSEL,2,
SYZA2,A-TA-I-*301-WA-JA,SYME,,STONE VESSEL,0,
SYZA2,A-JA,SYME,,STONE VESSEL,7,
SYZA3,A-TA-I-*301-WA-JA,SYME,,STONE VESSEL,0,
SYZA4,A-TA-I-*301-WA-JA,SYME,,STONE VESSEL,0,
SYZA4,JA-I-NWA-ZA,SYME,,STONE VESSEL,2,
SYZA4,PA3-NI-WI,SYME,,STONE VESSEL,4,
SYZA5,JA-WA-PA3,SYME,,STONE VESSEL,2,
SYZA6,DA-SE-RA-TE,SYME,,STONE VESSEL,0,
SYZB7,RA-KI-NI-SE,SYME,,CLAY VESSEL,0,
SYZA8,A-TA-I-*301-WA-JA,SYME,,STONE VESSEL,0,
SYZA9,JA-PA-RA-JA-SE,SYME,,STONE VESSEL,0,
SYZA10,QA-SA-RA-KU,SYME,,STONE VESSEL,0,
TELZB1,WA-TE,TEL HAROR,,CLAY VESSEL,2,
THETAB.5,TE-ME-DA-I,THERA,,TABLET,1,
THEZB2,A-RE-SA-NA,THERA,,CLAY VESSEL,0,
THEZB7,A-JE,THERA,,CLAY VESSEL,0,
THEZB13,KA-A-SI-TE,THERA,,CLAY VESSEL,2,
TIZB1,*301-SI,TIRYNS,,CLAY VESSEL,0,
TLZA1,A-TA-I-*301-WA-JA,TROULLOS,,STONE VESSEL,0,
TLZA1,O-SU-QA-RE,TROULLOS,,STONE VESSEL,2,
TLZA1,JA-SA-SA-RA-ME,TROULLOS,,STONE VESSEL,5,
TLZA1,I-PI-NA-MA,TROULLOS,,STONE VESSEL,9,
TLZA1,SI-RU-TE,TROULLOS,,STONE VESSEL,10,
TROZG1,PI-MI-TA-TI-RA2,TROY,,STONE OBJECT,0,
TROZG2,DU-MI-TA-TI-RA2,TROY,,STONE OBJECT,0,
TY2,*309B-*34-PU-PI,TYLISSOS,,TABLET,0,
TY2,*309B-KI-PU,TYLISSOS,,TABLET,6,
TY2,*309-DA-PU,TYLISSOS,,TABLET,9,
TY2,PA-DA-RU,TYLISSOS,,TABLET,12,
TY2,*309-JU-KI,TYLISSOS,,TABLET,13,
TY2,*309-RI-JU,TYLISSOS,,TABLET,16,
TY2,*309C-DA-JU,TYLISSOS,,TABLET,24,
TY2,*309-RI-WA-JU,TYLISSOS,,TABLET,30,
TY3A,A-DA,TYLISSOS,,TABLET,45,
TY3B,KI-RI-SI,TYLISSOS,,TABLET,0,
TY3B,PI-KU-ZU,TYLISSOS,,TABLET,6,
TYZB4,A-*301-KI-TA-A,TYLISSOS,,CLAY VESSEL,0,
VRYZA1,SI-RU-TE,VRYSINAS,,STONE VESSEL,2,
ZA1A,KI-RE-ZA,ZAKROS,,TABLET,3,
ZA4A,A-TI-RU,ZAKROS,ZA SCRIBE 1,TABLET,14,
ZA4A,JA-PA,ZAKROS,ZA SCRIBE 1,TABLET,17,
ZA4A,QE-SI-ZU-E,ZAKROS,ZA SCRIBE 1,TABLET,24,
ZA4A,*28B-NU-MA-RE,ZAKROS,ZA SCRIBE 1,TABLET,27,
ZA4A,SI-PI-KI,ZAKROS,ZA SCRIBE 1,TABLET,30,
ZA4A,E-*82,ZAKROS,ZA SCRIBE 1,TABLET,33,
ZA4A,KA-DI,ZAKROS,ZA SCRIBE 1,TABLET,36,
ZA5A,*21F-*118,ZAKROS,ZA SCRIBE 1,TABLET,0,
ZA5A,KI-NI-MA,ZAKROS,ZA SCRIBE 1,TABLET,4,
ZA5A,O-TA-NI-ZA-SE,ZAKROS,ZA SCRIBE 1,TABLET,7,
ZA5B,*28B-NU-MA-RE,ZAKROS,ZA SCRIBE 1,TABLET,0,
ZA5B,SI-PI-KI,ZAKROS,ZA SCRIBE 1,TABLET,3,
ZA5B,MA-KA-I-TA,ZAKROS,ZA SCRIBE 1,TABLET,7,
ZA6A,*305-WA-NA,ZAKROS,ZA SCRIBE 1,TABLET,0,
ZA6A,PU2-RA2,ZAKROS,ZA SCRIBE 1,TABLET,20,
ZA6B,I-KU-JU-TI-*28B,ZAKROS,ZA SCRIBE 1,TABLET,0,
ZA6B,*312-TA2,ZAKROS,ZA SCRIBE 1,TABLET,11,
ZA7A,U-JU,ZAKROS,,TABLET,0,
ZA7A,A-RA-TU,ZAKROS,,TABLET,3,
ZA8,KI-RA,ZAKROS,ZA SCRIBE 2,TABLET,0,
ZA8,A-TA-RE,ZAKROS,ZA SCRIBE 2,TABLET,3,
ZA8,KU-TU-KO-RE,ZAKROS,ZA SCRIBE 2,TABLET,8,
ZA8,A-RI-NI-TA,ZAKROS,ZA SCRIBE 2,TABLET,11,
ZA8,TA-I-NU-MA-PA,ZAKROS,ZA SCRIBE 2,TABLET,15,
ZA8,MA-KA-I-SE,ZAKROS,ZA SCRIBE 2,TABLET,18,
ZA8,DA-I-PI-TA,ZAKROS,ZA SCRIBE 2,TABLET,22,
ZA8,KA-I-RO,ZAKROS,ZA SCRIBE 2,TABLET,26,
ZA9,WI-RA-RE-MI-TE,ZAKROS,,TABLET,26,
ZA10A,TA-NA-TE,ZAKROS,ZA SCRIBE 4,TABLET,0,
ZA10A,A-KU-MI-NA,ZAKROS,ZA SCRIBE 4,TABLET,6,
ZA10A,A-TA-NA-TE,ZAKROS,ZA SCRIBE 4,TABLET,9,
ZA10A,A-MI-DA-U,ZAKROS,ZA SCRIBE 4,TABLET,12,
ZA10A,A-DU-KU-MI-NA,ZAKROS,ZA SCRIBE 4,TABLET,15,
ZA10A,DA-I-PI-TA,ZAKROS,ZA SCRIBE 4,TABLET,18,
ZA10A,DU-RE-ZA-SE,ZAKROS,ZA SCRIBE 4,TABLET,21,
ZA10B,WA-*362,ZAKROS,ZA SCRIBE 4,TABLET,0,
ZA10B,DU-RE-ZA-SE,ZAKROS,ZA SCRIBE 4,TABLET,3,
ZA10B,U-*49,ZAKROS,ZA SCRIBE 4,TABLET,7,
ZA10B,MA-ZA,ZAKROS,ZA SCRIBE 4,TABLET,10,
ZA10B,MA-KI-DE-TE,ZAKROS,ZA SCRIBE 4,TABLET,13,
ZA10B,SA-MA,ZAKROS,ZA SCRIBE 4,TABLET,16,
ZA10B,A-DE,ZAKROS,ZA SCRIBE 4,TABLET,19,
ZA10B,A-MI-TA,ZAKROS,ZA SCRIBE 4,TABLET,22,
ZA10B,RA2-RO-RE,ZAKROS,ZA SCRIBE 4,TABLET,25,
ZA10B,PA-JA-RE,ZAKROS,ZA SCRIBE 4,TABLET,28,onomastic
ZA10B,KA-KU-NE-TE,ZAKROS,ZA SCRIBE 4,TABLET,31,
ZA11A,DI-DI-KO-RA-ME-TA2,ZAKROS,ZA SCRIBE 2,TABLET,0,
ZA11A,KU-PA,ZAKROS,ZA SCRIBE 2,TABLET,24,
ZA11B,E-TO-RI,ZAKROS,ZA SCRIBE 2,TABLET,0,
ZA11B,SA-*301-RI,ZAKROS,ZA SCRIBE 2,TABLET,4,
ZA11B,KU-PA,ZAKROS,ZA SCRIBE 2,TABLET,17,
ZA14,ME-KI-DI,ZAKROS,,TABLET,0,
ZA14,*21F-*118,ZAKROS,,TABLET,3,
ZA14,PU-NI-KA-*363,ZAKROS,,TABLET,6,
ZA14,QA-TI-JU,ZAKROS,,TABLET,9,
ZA14,KU-PI,ZAKROS,,TABLET,12,
ZA14,TU-MI-TI-ZA-SE,ZAKROS,,TABLET,15,
ZA14,PA-NU-QE,ZAKROS,,TABLET,18,
ZA15A,*47-KU-NA,ZAKROS,ZA SCRIBE 5,TABLET,0,
ZA15A,QE-SI-ZU-E,ZAKROS,ZA SCRIBE 5,TABLET,3,
ZA15A,I-TI-NI-SA,ZAKROS,ZA SCRIBE 5,TABLET,6,
ZA15A,MI-ZA-SE,ZAKROS,ZA SCRIBE 5,TABLET,11,
ZA15A,*28B-NU-MA-RE,ZAKROS,ZA SCRIBE 5,TABLET,14,
ZA15A,SI-PI-KI,ZAKROS,ZA SCRIBE 5,TABLET,17,
ZA15A,JA-SA-MU,ZAKROS,ZA SCRIBE 5,TABLET,21,
ZA15A,SA-MI-DA-E,ZAKROS,ZA SCRIBE 5,TABLET,24,
ZA15A,*363-KE-MA-SE,ZAKROS,ZA SCRIBE 5,TABLET,27,
ZA15B,KA-DI,ZAKROS,ZA SCRIBE 5,TABLET,0,
ZA15B,KU-RO,ZAKROS,ZA SCRIBE 5,TABLET,7,
ZA18A,KU-*321,ZAKROS,ZA SCRIBE 1,TABLET,3,
ZA20,SI-TE-TU,ZAKROS,ZA SCRIBE 3,TABLET,8,
ZA20,SI-TU,ZAKROS,ZA SCRIBE 3,TABLET,11,
ZA20,RU-MA-TA-SE,ZAKROS,ZA SCRIBE 3,TABLET,17,
ZA20,KU-RA,ZAKROS,ZA SCRIBE 3,TABLET,20,
ZA21A,*118-MI,ZAKROS,ZA SCRIBE 1,TABLET,25,
ZA24A,I-DA,ZAKROS,ZA SCRIBE 1,TABLET,0,
ZA26A,SI-TE,ZAKROS,,TABLET,0,
ZAWC2,A-TI-KA-A-DU-KO-MI,ZAKROS,,ROUNDEL,0,
ZAWC2,A-TI-KA-A-DU-KO-MI,ZAKROS,,ROUNDEL,2,
ZAZB3,DI-DI-KA-SE,ZAKROS,,CLAY VESSEL,3,
ZAZB3,A-SA-MU-NE,ZAKROS,,CLAY VESSEL,4,
ZAZB3,A-SE,ZAKROS,,CLAY VESSEL,5,
ZAZB3,A-TA-I-*301-DE-KA,ZAKROS,,CLAY VESSEL,7,
ZAZB3,A-RE-PI-RE-NA,ZAKROS,,CLAY VESSEL,9,
ZAZB3,TI-TI-KU,ZAKROS,,CLAY VESSEL,11,
ZAZB34,KO-MU,ZAKROS,,CLAY VESSEL,2,
ZAZB34,RU-DI,ZAKROS,,CLAY VESSEL,4,
ZAZG35,SE-WA-AU-DE,ZAKROS,,LABEL,2,
APZA1,JA-TA-I-*301-U-JA,APODOULOU,,STONE VESSEL,0,
APZA2,I-KU-PA3-NA-TU-NA-TE,APODOULOU,,STONE VESSEL,4,
ARZF1,I-DA-MA-TE,ARKHALKHORI,AR SCRIBE 1,METAL OBJECT,0,
ARKH1A,A-SU-MI-*118,ARKHALKHORI,ARKH SCRIBE 1,TABLET,14,
ARKH1B,JA-RE,ARKHALKHORI,ARKH SCRIBE 1,TABLET,2,
ARKH2,SI-DA-TE,ARKHALKHORI,ARKH SCRIBE 1,TABLET,0,
ARKH2,KU-RA,ARKHALKHORI,ARKH SCRIBE 1,TABLET,2,
ARKH2,A-SI-DA-TO-I,ARKHALKHORI,ARKH SCRIBE 1,TABLET,6,
ARKH2,ZU-*301-SE-DE-*21F-*118,ARKHALKHORI,ARKH SCRIBE 1,TABLET,9,
ARKH2,A-SU-PU-WA,ARKHALKHORI,ARKH SCRIBE 1,TABLET,12,
ARKH2,RU-MI,ARKHALKHORI,ARKH SCRIBE 1,TABLET,15,
ARKH3B,PI-*314,ARKHALKHORI,ARKH SCRIBE 1,TABLET,4,
ARKH4B,A-KI-RO,ARKHALKHORI,,TABLET,15,
ARKH5,A-DU-NI-TA-NA,ARKHALKHORI,,TABLET,0,
ARKH5,A-DA-RO,ARKHALKHORI,,TABLET,5,
ARKH6,DA-NA-TU,ARKHALKHORI,,TABLET,0,
ARKHZC8,*306-TA-JE,ARKHALKHORI,,INKED INSCRIPTION,0,
ARKHZF9,JA-KI-SI-KI-NU,ARKHALKHORI,,METAL OBJECT,0,
ARKHZF9,MI-DA-MA-RA2,ARKHALKHORI,,METAL OBJECT,2,
CR(?)ZF1,A-MA-WA-SI,CRETE,,METAL OBJECT,0,
CR(?)ZF1,KA-NI-JA-MI,CRETE,,METAL OBJECT,2,
CR(?)ZF1,I-JA,CRETE,,METAL OBJECT,4,
CR(?)ZF1,QA-KI-SE-NU-TI,CRETE,,METAL OBJECT,6,
CR(?)ZF1,A-TA-DE,CRETE,,METAL OBJECT,8,
CRZG4,I-DA-DA,CRETE,,STONE OBJECT,0,
CRZG4,A-RO-TE,CRETE,,STONE OBJECT,2,
FOZC1,*306-TA-JE,FOURNI,,INKED INSCRIPTION,0,
GO2R,SI-DA-RO,GOURNIA,,TABLET,12,
GO2V,SE-SI,GOURNIA,,TABLET,12,
GOWC1A,A-SA-SU-MA-I-SE,GOURNIA,,ROUNDEL,0,
HSZG1,A-MA,HAGHIOS STEHANOS,,STONE OBJECT,0,
MILZB2,PA3-PU2,MILETOS,,CLAY VESSEL,0,
MILZB3,SI-TE,MILETOS,,CLAY VESSEL,0,
MILZB4,RE-*86,MILETOS,,CLAY VESSEL,0,
KH102,A-MI,KHANIA,,TABLET,0,
PORZF2,TU-PI-TA,POROS HERAKLEIOU,,METAL OBJECT,0,
PKZB26,TO-PA3-DI,PALAIKASTRO,,CLAY VESSEL,0,
THEZB15,RE-SA,THERA,,CLAY VESSEL,0,
THEZB6,A-TA-NA-JE,THERA,,CLAY VESSEL,0,
DRAZG1,DA-DU-*301,,,STONE OBJECT,0,
INZB1,NU-RO,,,CLAY VESSEL,0,
PKZA27,JA-SA-SA-RA-ME,PALAIKASTRO,,STONE VESSEL,0,
PKZA27,U-NA-KA-NA-SI,PALAIKASTRO,,STONE VESSEL,2,
HTZF(HM767),TI-MA,HAGHIA TRIADA,,METAL OBJECT,0,
LACHZA1,RI-DA-U,LARANI,,STONE VESSEL,2,
LACHZA1,SE-JE,LARANI,,STONE VESSEL,4,
PH54,I-SA-RI-KE,PHAISTOS,,TABLET,0,
KH104,DA-RE,KHANIA,,TABLET,4,
KH105,DE-KI-TI,KHANIA,,TABLET,0,
THEZG15,*164-RI-DA,THERA,,LOOM WEIGHT,0,
THEZG16,I-KI-RU-QE,THERA,,TRITON,1,
VRYZB2,PO-SA,VRYSINAS,,CLAY VESSEL,0,
VRYZB3,U-TE,VRYSINAS,,CLAY VESSEL,0,
